#ctg	length	repeat_bundle_count	repeat_bundle_sum	repeat_bundle_percentage	repeat_bundle_mean	repeat_bundle_min	repeat_bundle_max	non_repeat_bundle_count	non_repeat_bundle_sum	non_repeat_bundle_percentage	non_repeat_bundle_mean	non_repeat_bundle_min	non_repeat_bundle_max	total_bundle_count	total_bundle_coverage_percentage
hg002#1#classII	638730	0	0	0	NA	NA	NA	265	519641	81.35535	1960.9094	503	46180	265	81.35535
hg002#2#classII	542094	0	0	0	NA	NA	NA	208	422663	77.96858	2032.0337	504	46181	208	77.96858
ksa001#1#classII	638735	0	0	0	NA	NA	NA	266	520721	81.523796	1957.5978	503	46181	266	81.523796
ksa001#2#classII	522204	0	0	0	NA	NA	NA	211	412134	78.92203	1953.2417	502	46162	211	78.92203
ksa002#1#classII	538018	0	0	0	NA	NA	NA	221	422496	78.52823	1911.7466	502	46181	221	78.52823
ksa002#2#classII	523583	0	0	0	NA	NA	NA	216	404658	77.286316	1873.4166	502	46109	216	77.286316
ksa003#1#classII	638017	0	0	0	NA	NA	NA	263	517583	81.1237	1967.9962	501	46192	263	81.1237
ksa003#2#classII	639118	0	0	0	NA	NA	NA	256	511666	80.05814	1998.6953	503	46175	256	80.05814
ksa004#1#classII	532122	0	0	0	NA	NA	NA	209	403061	75.74598	1928.5215	501	46177	209	75.74598
ksa004#2#classII	530851	0	0	0	NA	NA	NA	200	391826	73.81092	1959.13	503	46186	200	73.81092
ksa005#1#classII	532059	0	0	0	NA	NA	NA	207	402182	75.58974	1942.9082	501	46183	207	75.58974
ksa005#2#classII	637982	0	0	0	NA	NA	NA	261	516798	81.005104	1980.069	501	46184	261	81.005104
ksa006#1#classII	649186	0	0	0	NA	NA	NA	279	522950	80.554726	1874.3728	501	46183	279	80.554726
ksa006#2#classII	637385	0	0	0	NA	NA	NA	255	508801	79.826324	1995.2981	503	46175	255	79.826324
ksa007#1#classII	532094	0	0	0	NA	NA	NA	208	402220	75.5919	1933.75	501	46181	208	75.5919
ksa007#2#classII	554076	0	0	0	NA	NA	NA	221	443438	80.03198	2006.5068	503	46184	221	80.03198
ksa008#1#classII	648535	0	0	0	NA	NA	NA	278	530768	81.84107	1909.2374	503	46182	278	81.84107
ksa008#2#classII	529283	0	0	0	NA	NA	NA	215	404574	76.438126	1881.7395	501	46109	215	76.438126
ksa009#1#classII	639216	0	0	0	NA	NA	NA	264	517421	80.94619	1959.928	503	46114	264	80.94619
ksa009#2#classII	522180	0	0	0	NA	NA	NA	214	413532	79.19338	1932.3926	501	46179	214	79.19338
