name	cohort	sample	haplotype	contig	start	end	strand	length
NA20799#1#classII	HPRC-Rest	NA20799	1	NA20799#1#CM098688.1:28368547-33505653	4008751	4530914	+	522164
NA20799#2#classII	HPRC-Rest	NA20799	2	NA20799#2#CM098717.1:28381748-33532360	4007521	4544058	+	536538
NA20805#1#classII	HPRC-Rest	NA20805	1	NA20805#1#CM091887.1:28444744-33554804	3975556	4503000	+	527445
NA20805#2#classII	HPRC-Rest	NA20805	2	NA20805#2#CM091899.1:28375930-33456966	3952406	4474553	+	522148
NA20806#1#classII	HPRC-Rest	NA20806	1	NA20806#1#CM102442.1:28404226-33564454	3999573	4553340	+	553768
NA20806#2#classII	HPRC-Rest	NA20806	2	NA20806#2#CM102496.1:28385854-33548009	4001975	4555711	+	553737
NA20809#1#classII	HPRC-Rest	NA20809	1	NA20809#1#CM094332.1:28435710-33676068	3994616	4633449	+	638834
NA20809#2#classII	HPRC-Rest	NA20809	2	NA20809#2#CM094351.1:28373506-33544564	4027172	4564211	+	537040
NA20827#1#classII	HPRC-Rest	NA20827	1	NA20827#1#CM102544.1:28306620-33546886	3987177	4634750	+	647574
NA20827#2#classII	HPRC-Rest	NA20827	2	NA20827#2#CM102564.1:28454949-33740832	4031935	4679517	+	647583
NA20850#1#classII	HPRC-Rest	NA20850	1	NA20850#1#CM094293.1:28390909-33636624	3991466	4639309	+	647844
NA20850#2#classII	HPRC-Rest	NA20850	2	NA20850#2#CM094307.1:28446289-33597788	3988823	4545145	+	556323
NA20870#1#classII	HPRC-Rest	NA20870	1	NA20870#1#JBHIJK010000014.1:28358726-33487328	3991590	4521731	+	530142
NA20870#2#classII	HPRC-Rest	NA20870	2	NA20870#2#JBHIJL010000043.1:28382928-33533945	3990011	4544602	+	554592
NA20905#1#classII	HPRC-Rest	NA20905	1	NA20905#1#CM087474.1:28381582-33489243	3978670	4501053	+	522384
NA20905#2#classII	HPRC-Rest	NA20905	2	NA20905#2#CM087508.1:28378316-33558408	4019705	4573773	+	554069
NA21093#1#classII	HPRC-Rest	NA21093	1	NA21093#1#JBHIJC010000009.1:28380468-33627383	3992179	4640050	+	647872
NA21093#2#classII	HPRC-Rest	NA21093	2	NA21093#2#JBHIJD010000010.1:28371658-33502471	3981830	4523956	+	542127
NA21102#1#classII	HPRC-Rest	NA21102	1	NA21102#1#CM094427.1:28372690-33545460	4024192	4566614	+	542423
NA21102#2#classII	HPRC-Rest	NA21102	2	NA21102#2#CM094447.1:28385953-33511436	3994640	4519134	+	524495
NA21106#1#classII	HPRC-Rest	NA21106	1	NA21106#1#JBHIJA010000045.1:28388869-33551331	4000940	4555551	+	554612
NA21106#2#classII	HPRC-Rest	NA21106	2	NA21106#2#CM089587.1:28353662-33542210	4027418	4581692	+	554275
NA21110#1#classII	HPRC-Rest	NA21110	1	NA21110#1#CM089667.1:28379039-33461462	3953649	4475918	+	522270
NA21110#2#classII	HPRC-Rest	NA21110	2	NA21110#2#CM089683.1:28365916-33548287	4021246	4575514	+	554269
NA21144#1#classII	HPRC-Rest	NA21144	1	NA21144#1#JBIRDF010000052.1:22531832-27777573	3991705	4639586	+	647882
NA21144#2#classII	HPRC-Rest	NA21144	2	NA21144#2#JBIRDG010000005.1:14666330-19853787	4057453	4581072	+	523620
NA21309#1#classII	HPRC-Rest	NA21309	1	NA21309#1#CM092109.1:28406600-33562487	3994913	4548672	+	553760
NA21309#2#classII	HPRC-Rest	NA21309	2	NA21309#2#CM092100.1:28345467-33471001	3987959	4518208	+	530250
NA18940.JaSaPaGe#1#classII	JaSaPaGe-Japanese	NA18940.JaSaPaGe	1	NA18940.JaSaPaGe#1#h1tg000082l:22521073-27655405_rc	3973413	4527480	+	554068
NA18940.JaSaPaGe#2#classII	JaSaPaGe-Japanese	NA18940.JaSaPaGe	2	NA18940.JaSaPaGe#2#h2tg000159l:514-4713306	3639906	4106455	+	466550
NA18943.JaSaPaGe#1#classII	JaSaPaGe-Japanese	NA18943.JaSaPaGe	1	NA18943.JaSaPaGe#1#CM101660.1:28426731-33491938	3992642	4459347	+	466706
NA18943.JaSaPaGe#2#classII	JaSaPaGe-Japanese	NA18943.JaSaPaGe	2	NA18943.JaSaPaGe#2#CM101689.1:28413016-33476747	3990106	4456836	+	466731
NA18945.JaSaPaGe#1#classII	JaSaPaGe-Japanese	NA18945.JaSaPaGe	1	NA18945.JaSaPaGe#1#h1tg000007l:25526793-30826391_rc	4054236	4693733	+	639498
NA18945.JaSaPaGe#2#classII	JaSaPaGe-Japanese	NA18945.JaSaPaGe	2	NA18945.JaSaPaGe#2#h2tg000002l:28368005-33554919	4049796	4580027	+	530232
NA18952.JaSaPaGe#1#classII	JaSaPaGe-Japanese	NA18952.JaSaPaGe	1	NA18952.JaSaPaGe#1#h1tg000063l:25586722-30891845_rc	4059805	4699297	+	639493
NA18952.JaSaPaGe#2#classII	JaSaPaGe-Japanese	NA18952.JaSaPaGe	2	NA18952.JaSaPaGe#2#JBHIJT010000011.1:27989065-33294169	4059736	4699228	+	639493
NA18970.JaSaPaGe#1#classII	JaSaPaGe-Japanese	NA18970.JaSaPaGe	1	NA18970.JaSaPaGe#1#CM101469.1:28338191-33472849	3999284	4528824	+	529541
NA18970.JaSaPaGe#2#classII	JaSaPaGe-Japanese	NA18970.JaSaPaGe	2	NA18970.JaSaPaGe#2#CM101481.1:28437781-33628491	3947059	4584576	+	637518
NA18990#1#classII	JaSaPaGe-Japanese	NA18990	1	NA18990#1#h1tg000053l:1684255-6870690	4049870	4580120	+	530251
NA18990#2#classII	JaSaPaGe-Japanese	NA18990	2	NA18990#2#h2tg000012l:28380706-33571283	3943375	4583988	+	640614
NA19007#1#classII	JaSaPaGe-Japanese	NA19007	1	NA19007#1#h1tg000006l:27239246-32454334_rc	3969460	4608687	+	639228
NA19007#2#classII	JaSaPaGe-Japanese	NA19007	2	NA19007#2#h2tg000001l:28406882-33472999	3992841	4459542	+	466702
NA19066#1#classII	JaSaPaGe-Japanese	NA19066	1	NA19066#1#h1tg000041l:28321019-33454057	3973121	4527160	+	554040
NA19066#2#classII	JaSaPaGe-Japanese	NA19066	2	NA19066#2#h2tg000023l:28379592-33689338	4056603	4704194	+	647592
NA19079#1#classII	JaSaPaGe-Japanese	NA19079	1	NA19079#1#h1tg000041l:25967753-30989063_rc	3776697	4414911	+	638215
NA19079#2#classII	JaSaPaGe-Japanese	NA19079	2	NA19079#2#h2tg000002l:1677209-6863053	4049888	4580133	+	530246
NA19088#1#classII	JaSaPaGe-Japanese	NA19088	1	NA19088#1#h1tg000014l:26283350-31418977_rc	3998376	4528693	+	530318
NA19088#2#classII	JaSaPaGe-Japanese	NA19088	2	NA19088#2#h2tg000004l:139364569-144598705_rc	3988328	4627133	+	638806
ksa001#1#classII	JaSaPaGe-Saudi	ksa001	1	ksa001#1#P01_compress.k30.hapmer-0000008:28390148-33635536	3999759	4638493	+	638735
ksa001#2#classII	JaSaPaGe-Saudi	ksa001	2	ksa001#2#P02_compress.k30.hapmer-0000137:138158892-143358025_rc	4070047	4592250	+	522204
ksa002#1#classII	JaSaPaGe-Saudi	ksa002	1	ksa002#1#h1tg000032l:22528800-27353974_rc	3680758	4218775	+	538018
ksa002#2#classII	JaSaPaGe-Saudi	ksa002	2	ksa002#2#h2tg000047l:28364582-33489388	3991672	4515254	+	523583
ksa003#1#classII	JaSaPaGe-Saudi	ksa003	1	ksa003#1#h1tg000003l:26282372-31531568_rc	4004202	4642218	+	638017
ksa003#2#classII	JaSaPaGe-Saudi	ksa003	2	ksa003#2#h2tg000004l:28111634-33359120_rc	4002487	4641604	+	639118
ksa004#1#classII	JaSaPaGe-Saudi	ksa004	1	ksa004#1#h1tg000606l:1559-2019480_rc	929975	1462096	+	532122
ksa004#2#classII	JaSaPaGe-Saudi	ksa004	2	ksa004#2#h2tg000267l:728-1057414_rc	252898	783748	+	530851
ksa005#1#classII	JaSaPaGe-Saudi	ksa005	1	ksa005#1#h1tg000012l:28289164-33471875	4043782	4575840	+	532059
ksa005#2#classII	JaSaPaGe-Saudi	ksa005	2	ksa005#2#h2tg000015l:28455196-33802696	4102676	4740657	+	637982
ksa006#1#classII	JaSaPaGe-Saudi	ksa006	1	ksa006#1#h1tg000023l:24976893-30234320_rc	4001750	4650935	+	649186
ksa006#2#classII	JaSaPaGe-Saudi	ksa006	2	ksa006#2#h2tg000156l:3140686-4857840_rc	472844	1110228	+	637385
ksa007#1#classII	JaSaPaGe-Saudi	ksa007	1	ksa007#1#h1tg000051l:6349428-11505741_rc	4017405	4549498	+	532094
ksa007#2#classII	JaSaPaGe-Saudi	ksa007	2	ksa007#2#h2tg000027l:3344535-8478308	3973083	4527158	+	554076
ksa008#1#classII	JaSaPaGe-Saudi	ksa008	1	ksa008#1#h1tg000006l:28325815-33557944	3976747	4625281	+	648535
ksa008#2#classII	JaSaPaGe-Saudi	ksa008	2	ksa008#2#h2tg000040l:26875251-31991332_rc	3980981	4510263	+	529283
ksa009#1#classII	JaSaPaGe-Saudi	ksa009	1	ksa009#1#h1tg000085l:13174598-14754728_rc	334844	974059	+	639216
ksa009#2#classII	JaSaPaGe-Saudi	ksa009	2	ksa009#2#h2tg000180l:126-2719313_rc	1602417	2124596	+	522180
KOREF1#1#classII	KPanRef-Korean	KOREF1	1	KOREF1#1#chr6_85671:28288069-33527843	3993183	4633857	+	640675
KOREF1#2#classII	KPanRef-Korean	KOREF1	2	KOREF1#2#chr6_93216:28299861-33486856	4049806	4580061	+	530256
KOREF2#1#classII	KPanRef-Korean	KOREF2	1	KOREF2#1#Unplaced_h1tg000017l_2237953:24965590-30159345_rc	4057559	4586985	+	529427
KOREF2#2#classII	KPanRef-Korean	KOREF2	2	KOREF2#2#Unplaced_h2tg000026l_88481:28271060-33401074	4000764	4522949	+	522186
KPanRef-071#1#classII	KPanRef-Korean	KPanRef-071	1	KPanRef-071#1#Unplaced_h1tg000003l_114042770:24917513-29983750_rc	3993053	4459740	+	466688
KPanRef-071#2#classII	KPanRef-Korean	KPanRef-071	2	KPanRef-071#2#Unplaced_h2tg000014l_93768:28304957-33536275	4071182	4624928	+	553747
KPanRef-072#1#classII	KPanRef-Korean	KPanRef-072	1	KPanRef-072#1#Unplaced_h1tg000009l_150514:28287169-33594415	4054101	4701694	+	647594
KPanRef-072#2#classII	KPanRef-Korean	KPanRef-072	2	KPanRef-072#2#Unplaced_h2tg000010l_88675:28260606-33499306	3992159	4632857	+	640699
KPanRef-073#1#classII	KPanRef-Korean	KPanRef-073	1	KPanRef-073#1#Unplaced_h1tg000024l_134765:28276974-33409736	3983345	4525758	+	542414
KPanRef-073#2#classII	KPanRef-Korean	KPanRef-073	2	KPanRef-073#2#Unplaced_h2tg000022l_97593:28283212-33436845	4025379	4547765	+	522387
KPanRef-074#1#classII	KPanRef-Korean	KPanRef-074	1	KPanRef-074#1#Unplaced_h1tg000001l_114533789:24969372-30048015_rc	3944613	4472990	+	528378
KPanRef-074#2#classII	KPanRef-Korean	KPanRef-074	2	KPanRef-074#2#Unplaced_h2tg000011l_115279241:24957451-30204750_rc	4003262	4641526	+	638265
KPanRef-075#1#classII	KPanRef-Korean	KPanRef-075	1	KPanRef-075#1#Unplaced_h1tg000004l_92225:28285449-33448865	4003510	4556579	+	553070
KPanRef-075#2#classII	KPanRef-Korean	KPanRef-075	2	KPanRef-075#2#Unplaced_h2tg000001l_113483410:24951192-30017318_rc	3992606	4460549	+	467944
KPanRef-076#1#classII	KPanRef-Korean	KPanRef-076	1	KPanRef-076#1#Unplaced_h1tg000013l_113155204:24959153-30136228_rc	4017451	4570290	+	552840
KPanRef-076#2#classII	KPanRef-Korean	KPanRef-076	2	KPanRef-076#2#Unplaced_h2tg000010l_154444:28276223-33472018	3952643	4590249	+	637607
KPanRef-076-M#1#classII	KPanRef-Korean	KPanRef-076-M	1	KPanRef-076-M#1#Unplaced_h1tg000027l_2825028:24973969-30280824_rc	4053787	4701367	+	647581
KPanRef-076-M#2#classII	KPanRef-Korean	KPanRef-076-M	2	KPanRef-076-M#2#Unplaced_h2tg000025l_2760357:24964198-30160929_rc	3952714	4589987	+	637274
KPanRef-076-P#1#classII	KPanRef-Korean	KPanRef-076-P	1	KPanRef-076-P#1#Unplaced_h1tg000017l_88124:28282601-33357961	4002108	4468866	+	466759
KPanRef-076-P#2#classII	KPanRef-Korean	KPanRef-076-P	2	KPanRef-076-P#2#Unplaced_h2tg000017l_137908:28277062-33454172	4017418	4570263	+	552846
KPanRef-077#1#classII	KPanRef-Korean	KPanRef-077	1	KPanRef-077#1#Unplaced_h1tg000001l_137091:28284173-33492210	3960240	4600926	+	640687
KPanRef-077#2#classII	KPanRef-Korean	KPanRef-077	2	KPanRef-077#2#Unplaced_h2tg000012l_78944:28291410-33360216	3996161	4462917	+	466757
KPanRef-078#1#classII	KPanRef-Korean	KPanRef-078	1	KPanRef-078#1#Unplaced_h1tg000001l_114758335:24960658-30030886_rc	3932974	4464664	+	531691
KPanRef-078#2#classII	KPanRef-Korean	KPanRef-078	2	KPanRef-078#2#Unplaced_h2tg000009l_0:3358197-8522429	4033970	4557563	+	523594
KPanRef-079#1#classII	KPanRef-Korean	KPanRef-079	1	KPanRef-079#1#Unplaced_h1tg000005l_91609:28264818-33599109	4080476	4727962	+	647487
KPanRef-079#2#classII	KPanRef-Korean	KPanRef-079	2	KPanRef-079#2#Unplaced_h2tg000026l_4253567:24954773-30064329_rc	3972945	4503765	+	530821
KPanRef-080#1#classII	KPanRef-Korean	KPanRef-080	1	KPanRef-080#1#Unplaced_h1tg000006l_134640:28341348-33585111	3999137	4637922	+	638786
KPanRef-080#2#classII	KPanRef-Korean	KPanRef-080	2	KPanRef-080#2#Unplaced_h2tg000008l_103230300:24952389-30156782_rc	3957487	4598153	+	640667
GRCh38#0#classII	REF	GRCh38	0	GRCh38#0#chr6:28410701-33580488	4008892	4562672	+	553781
chm13#0#classII	REF	chm13	0	chm13#0#chr6:28282159-33401678	3990358	4512532	+	522175
