entry	hap_id	prototype	family	contig	start0	end0	strand	query_length	query_coverage	identity	mapq	eligible
NA19835_1	NA19835#1	TNXA	TNX	NA19835#1#CM094026.1:28418644-33486956	3617157	3621880	-	4604	1.0	0.9693056731583404	0	1
NA19835_1	NA19835#1	TNXB	TNX	NA19835#1#CM094026.1:28418644-33486956	3617155	3685340	-	68186	1.0	0.998900244878807	60	1
NA19835_1	NA19835#1	WHR1B	WHR1	NA19835#1#CM094026.1:28418644-33486956	3595641	3596159	+	518	1.0	0.9961389961389961	60	1
NA19835_1	NA19835#1	WHR1B	WHR1	NA19835#1#CM094026.1:28418644-33486956	3562906	3563421	+	518	1.0	0.9884169884169884	0	1
NA19835_2	NA19835#2	WHR1	WHR1	NA19835#2#CM094035.1:28457594-33528933	3488974	3499246	+	10272	1.0	0.9996105919003115	60	1
NA19835_2	NA19835#2	CYP21A1P	CYP21	NA19835#2#CM094035.1:28457594-33528933	3523436	3526710	+	3274	1.0	0.9969456322541234	60	1
NA19835_2	NA19835#2	CYP21A1P	CYP21	NA19835#2#CM094035.1:28457594-33528933	3549803	3553077	+	3274	1.0	0.9771480804387569	0	1
NA19835_2	NA19835#2	CYP21A2	CYP21	NA19835#2#CM094035.1:28457594-33528933	3549848	3553077	+	3230	1.0	0.9978328173374613	60	1
NA19835_2	NA19835#2	CYP21A2	CYP21	NA19835#2#CM094035.1:28457594-33528933	3523486	3526710	+	3230	0.9984520123839009	0.9780389730900093	0	1
NA19835_2	NA19835#2	TNXA	TNX	NA19835#2#CM094035.1:28457594-33528933	3526220	3530824	-	4604	1.0	0.9971763683753258	42	1
NA19835_2	NA19835#2	TNXA	TNX	NA19835#2#CM094035.1:28457594-33528933	3552587	3557310	-	4604	1.0	0.9703640982218459	0	1
NA19835_2	NA19835#2	TNXB	TNX	NA19835#2#CM094035.1:28457594-33528933	3552585	3620776	-	68186	1.0	0.9990031079575441	60	1
NA19835_2	NA19835#2	WHR1B	WHR1	NA19835#2#CM094035.1:28457594-33528933	3531070	3531588	+	518	1.0	0.9980694980694981	34	1
NA19835_2	NA19835#2	WHR1B	WHR1	NA19835#2#CM094035.1:28457594-33528933	3498331	3498849	+	518	1.0	0.9961389961389961	0	1
NA19909_1	NA19909#1	WHR1	WHR1	NA19909#1#JBIRDH010000012.1:28412877-33619076	3631577	3641850	+	10272	1.0	0.9993186021610045	60	1
NA19909_1	NA19909#1	CYP21A1P	CYP21	NA19909#1#JBIRDH010000012.1:28412877-33619076	3666039	3669313	+	3274	1.0	0.9966401954795358	60	1
NA19909_1	NA19909#1	CYP21A1P	CYP21	NA19909#1#JBIRDH010000012.1:28412877-33619076	3692406	3695681	+	3274	1.0	0.976850441669205	0	1
NA19909_1	NA19909#1	CYP21A2	CYP21	NA19909#1#JBIRDH010000012.1:28412877-33619076	3692451	3695681	+	3230	1.0	0.9978328173374613	60	1
NA19909_1	NA19909#1	CYP21A2	CYP21	NA19909#1#JBIRDH010000012.1:28412877-33619076	3666089	3669313	+	3230	0.9984520123839009	0.9777296628518404	0	1
NA19909_1	NA19909#1	TNXA	TNX	NA19909#1#JBIRDH010000012.1:28412877-33619076	3668823	3673427	-	4604	1.0	0.9963075586446568	14	1
NA19909_1	NA19909#1	TNXA	TNX	NA19909#1#JBIRDH010000012.1:28412877-33619076	3695191	3699914	-	4604	1.0	0.970575783234547	0	1
NA19909_1	NA19909#1	TNXB	TNX	NA19909#1#JBIRDH010000012.1:28412877-33619076	3695189	3763380	-	68186	1.0	0.9992815354613569	60	1
NA19909_1	NA19909#1	WHR1B	WHR1	NA19909#1#JBIRDH010000012.1:28412877-33619076	3673673	3674191	+	518	1.0	0.9961389961389961	35	1
NA19909_1	NA19909#1	WHR1B	WHR1	NA19909#1#JBIRDH010000012.1:28412877-33619076	3640935	3641453	+	518	1.0	0.9942084942084942	0	1
NA19909_2	NA19909#2	WHR1	WHR1	NA19909#2#JBIRDI010000053.1:28451896-33658066	3631552	3641825	+	10272	1.0	0.9993186021610045	60	1
NA19909_2	NA19909#2	CYP21A1P	CYP21	NA19909#2#JBIRDI010000053.1:28451896-33658066	3666014	3669288	+	3274	1.0	0.9966401954795358	60	1
NA19909_2	NA19909#2	CYP21A1P	CYP21	NA19909#2#JBIRDI010000053.1:28451896-33658066	3692381	3695656	+	3274	1.0	0.976850441669205	0	1
NA19909_2	NA19909#2	CYP21A2	CYP21	NA19909#2#JBIRDI010000053.1:28451896-33658066	3692426	3695656	+	3230	1.0	0.9978328173374613	60	1
NA19909_2	NA19909#2	CYP21A2	CYP21	NA19909#2#JBIRDI010000053.1:28451896-33658066	3666064	3669288	+	3230	0.9984520123839009	0.9777296628518404	0	1
NA19909_2	NA19909#2	TNXA	TNX	NA19909#2#JBIRDI010000053.1:28451896-33658066	3668798	3673402	-	4604	1.0	0.9963075586446568	14	1
NA19909_2	NA19909#2	TNXA	TNX	NA19909#2#JBIRDI010000053.1:28451896-33658066	3695166	3699889	-	4604	1.0	0.970575783234547	0	1
NA19909_2	NA19909#2	TNXB	TNX	NA19909#2#JBIRDI010000053.1:28451896-33658066	3695164	3763355	-	68186	1.0	0.9993108605445667	60	1
NA19909_2	NA19909#2	WHR1B	WHR1	NA19909#2#JBIRDI010000053.1:28451896-33658066	3673648	3674166	+	518	1.0	0.9961389961389961	35	1
NA19909_2	NA19909#2	WHR1B	WHR1	NA19909#2#JBIRDI010000053.1:28451896-33658066	3640910	3641428	+	518	1.0	0.9942084942084942	0	1
NA20129_1	NA20129#1	WHR1	WHR1	NA20129#1#JAHEPE020000006.1:162-4816795	3239209	3249472	+	10272	1.0	0.9981503115264797	60	1
NA20129_1	NA20129#1	CYP21A1P	CYP21	NA20129#1#JAHEPE020000006.1:162-4816795	3273662	3276936	+	3274	1.0	0.9969456322541234	60	1
NA20129_1	NA20129#1	CYP21A1P	CYP21	NA20129#1#JAHEPE020000006.1:162-4816795	3300029	3303303	+	3274	1.0	0.9774527726995734	0	1
NA20129_1	NA20129#1	CYP21A2	CYP21	NA20129#1#JAHEPE020000006.1:162-4816795	3300074	3303303	+	3230	1.0	0.9978328173374613	60	1
NA20129_1	NA20129#1	CYP21A2	CYP21	NA20129#1#JAHEPE020000006.1:162-4816795	3273712	3276936	+	3230	0.9984520123839009	0.9786575935663471	0	1
NA20129_1	NA20129#1	TNXA	TNX	NA20129#1#JAHEPE020000006.1:162-4816795	3276446	3281050	-	4604	1.0	0.9969591659426585	58	1
NA20129_1	NA20129#1	TNXA	TNX	NA20129#1#JAHEPE020000006.1:162-4816795	3302813	3307537	-	4604	1.0	0.9695173581710415	0	1
NA20129_1	NA20129#1	TNXB	TNX	NA20129#1#JAHEPE020000006.1:162-4816795	3302811	3371016	-	68186	1.0	0.998768563177107	60	1
NA20129_1	NA20129#1	WHR1B	WHR1	NA20129#1#JAHEPE020000006.1:162-4816795	3281296	3281814	+	518	1.0	0.9961389961389961	60	1
NA20129_1	NA20129#1	WHR1B	WHR1	NA20129#1#JAHEPE020000006.1:162-4816795	3248560	3249075	+	518	1.0	0.9884169884169884	0	1
NA20129_2	NA20129#2	WHR1	WHR1	NA20129#2#CM092121.1:28370806-33473927	3523883	3534149	+	10272	1.0	0.9985397196261683	60	1
NA20129_2	NA20129#2	CYP21A1P	CYP21	NA20129#2#CM092121.1:28370806-33473927	3558338	3561611	+	3274	1.0	0.9978619425778864	60	1
NA20129_2	NA20129#2	CYP21A1P	CYP21	NA20129#2#CM092121.1:28370806-33473927	3584704	3587978	+	3274	1.0	0.9771480804387569	0	1
NA20129_2	NA20129#2	CYP21A2	CYP21	NA20129#2#CM092121.1:28370806-33473927	3584749	3587978	+	3230	1.0	0.9972136222910216	60	1
NA20129_2	NA20129#2	CYP21A2	CYP21	NA20129#2#CM092121.1:28370806-33473927	3558388	3561611	+	3230	0.9984520123839009	0.9771110423755026	0	1
NA20129_2	NA20129#2	TNXA	TNX	NA20129#2#CM092121.1:28370806-33473927	3561121	3565725	-	4604	1.0	0.9958731537793223	54	1
NA20129_2	NA20129#2	TNXA	TNX	NA20129#2#CM092121.1:28370806-33473927	3587488	3592212	-	4604	1.0	0.9686706181202371	0	1
NA20129_2	NA20129#2	TNXB	TNX	NA20129#2#CM092121.1:28370806-33473927	3587486	3655655	-	68186	1.0	0.9983285192733458	60	1
NA20129_2	NA20129#2	WHR1B	WHR1	NA20129#2#CM092121.1:28370806-33473927	3533234	3533752	+	518	1.0	0.9942084942084942	0	1
NA20129_2	NA20129#2	WHR1B	WHR1	NA20129#2#CM092121.1:28370806-33473927	3565971	3566489	+	518	1.0	0.9942084942084942	0	1
NA20282_1	NA20282#1	WHR1	WHR1	NA20282#1#JBIRDT010000005.1:1683408-6782988	3564681	3574953	+	10272	1.0	0.9996105919003115	60	1
NA20282_1	NA20282#1	CYP21A1P	CYP21	NA20282#1#JBIRDT010000005.1:1683408-6782988	3599143	3602417	+	3274	1.0	0.9966401954795358	7	1
NA20282_1	NA20282#1	CYP21A1P	CYP21	NA20282#1#JBIRDT010000005.1:1683408-6782988	3625513	3628787	+	3274	1.0	0.996334758704948	0	1
NA20282_1	NA20282#1	CYP21A1P	CYP21	NA20282#1#JBIRDT010000005.1:1683408-6782988	3651880	3655155	+	3274	1.0	0.977155041120926	0	1
NA20282_1	NA20282#1	CYP21A2	CYP21	NA20282#1#JBIRDT010000005.1:1683408-6782988	3651925	3655155	+	3230	1.0	0.9981424148606811	60	1
NA20282_1	NA20282#1	CYP21A2	CYP21	NA20282#1#JBIRDT010000005.1:1683408-6782988	3599193	3602417	+	3230	0.9984520123839009	0.9777296628518404	0	1
NA20282_1	NA20282#1	CYP21A2	CYP21	NA20282#1#JBIRDT010000005.1:1683408-6782988	3625563	3628787	+	3230	0.9984520123839009	0.9774203526136716	0	1
NA20282_1	NA20282#1	TNXA	TNX	NA20282#1#JBIRDT010000005.1:1683408-6782988	3601927	3606531	-	4604	1.0	0.9973935708079931	0	1
NA20282_1	NA20282#1	TNXA	TNX	NA20282#1#JBIRDT010000005.1:1683408-6782988	3628297	3632901	-	4604	1.0	0.9973935708079931	0	1
NA20282_1	NA20282#1	TNXA	TNX	NA20282#1#JBIRDT010000005.1:1683408-6782988	3654665	3659388	-	4604	1.0	0.970575783234547	0	1
NA20282_1	NA20282#1	TNXB	TNX	NA20282#1#JBIRDT010000005.1:1683408-6782988	3654663	3722850	-	68186	1.0	0.9993988005337479	60	1
NA20282_1	NA20282#1	WHR1B	WHR1	NA20282#1#JBIRDT010000005.1:1683408-6782988	3606777	3607295	+	518	1.0	0.9980694980694981	0	1
NA20282_1	NA20282#1	WHR1B	WHR1	NA20282#1#JBIRDT010000005.1:1683408-6782988	3633147	3633665	+	518	1.0	0.9980694980694981	0	1
NA20282_1	NA20282#1	WHR1B	WHR1	NA20282#1#JBIRDT010000005.1:1683408-6782988	3574038	3574556	+	518	1.0	0.9961389961389961	0	1
NA20282_2	NA20282#2	WHR1	WHR1	NA20282#2#JBIRDU010000003.1:1683297-6763868	3505955	3516227	+	10272	1.0	0.9994158878504673	60	1
NA20282_2	NA20282#2	CYP21A1P	CYP21	NA20282#2#JBIRDU010000003.1:1683297-6763868	3540416	3543690	+	3274	1.0	0.9966401954795358	60	1
NA20282_2	NA20282#2	CYP21A1P	CYP21	NA20282#2#JBIRDU010000003.1:1683297-6763868	3566783	3570058	+	3274	1.0	0.976850441669205	0	1
NA20282_2	NA20282#2	CYP21A2	CYP21	NA20282#2#JBIRDU010000003.1:1683297-6763868	3566828	3570058	+	3230	1.0	0.9978328173374613	60	1
NA20282_2	NA20282#2	CYP21A2	CYP21	NA20282#2#JBIRDU010000003.1:1683297-6763868	3540466	3543690	+	3230	0.9984520123839009	0.9777296628518404	0	1
NA20282_2	NA20282#2	TNXA	TNX	NA20282#2#JBIRDU010000003.1:1683297-6763868	3543200	3547804	-	4604	1.0	0.9963075586446568	14	1
NA20282_2	NA20282#2	TNXA	TNX	NA20282#2#JBIRDU010000003.1:1683297-6763868	3569568	3574291	-	4604	1.0	0.970575783234547	0	1
NA20282_2	NA20282#2	TNXB	TNX	NA20282#2#JBIRDU010000003.1:1683297-6763868	3569566	3637751	-	68186	1.0	0.9994281021790773	60	1
NA20282_2	NA20282#2	WHR1B	WHR1	NA20282#2#JBIRDU010000003.1:1683297-6763868	3548050	3548568	+	518	1.0	0.9961389961389961	35	1
NA20282_2	NA20282#2	WHR1B	WHR1	NA20282#2#JBIRDU010000003.1:1683297-6763868	3515312	3515830	+	518	1.0	0.9942084942084942	0	1
NA20346_1	NA20346#1	WHR1	WHR1	NA20346#1#CM094251.1:28457185-33666384	3621244	3631516	+	10272	1.0	0.9996105919003115	60	1
NA20346_1	NA20346#1	CYP21A1P	CYP21	NA20346#1#CM094251.1:28457185-33666384	3655706	3658980	+	3274	1.0	0.9969456322541234	60	1
NA20346_1	NA20346#1	CYP21A1P	CYP21	NA20346#1#CM094251.1:28457185-33666384	3682073	3685347	+	3274	1.0	0.9771480804387569	0	1
NA20346_1	NA20346#1	CYP21A2	CYP21	NA20346#1#CM094251.1:28457185-33666384	3682118	3685347	+	3230	1.0	0.9978328173374613	60	1
NA20346_1	NA20346#1	CYP21A2	CYP21	NA20346#1#CM094251.1:28457185-33666384	3655756	3658980	+	3230	0.9984520123839009	0.9780389730900093	0	1
NA20346_1	NA20346#1	TNXA	TNX	NA20346#1#CM094251.1:28457185-33666384	3658490	3663094	-	4604	1.0	0.9969591659426585	38	1
NA20346_1	NA20346#1	TNXA	TNX	NA20346#1#CM094251.1:28457185-33666384	3684857	3689580	-	4604	1.0	0.9703640982218459	0	1
NA20346_1	NA20346#1	TNXB	TNX	NA20346#1#CM094251.1:28457185-33666384	3684855	3753041	-	68186	1.0	0.9990909890625458	60	1
NA20346_1	NA20346#1	WHR1B	WHR1	NA20346#1#CM094251.1:28457185-33666384	3663340	3663858	+	518	1.0	0.9980694980694981	34	1
NA20346_1	NA20346#1	WHR1B	WHR1	NA20346#1#CM094251.1:28457185-33666384	3630601	3631119	+	518	1.0	0.9961389961389961	0	1
NA20346_2	NA20346#2	WHR1	WHR1	NA20346#2#CM094262.1:28410681-33542038	3553915	3564183	+	10272	1.0	0.9993185358255452	60	1
NA20346_2	NA20346#2	CYP21A1P	CYP21	NA20346#2#CM094262.1:28410681-33542038	3588374	3591648	+	3274	1.0	0.9972510690287111	60	1
NA20346_2	NA20346#2	CYP21A1P	CYP21	NA20346#2#CM094262.1:28410681-33542038	3614741	3618015	+	3274	1.0	0.9774527726995734	0	1
NA20346_2	NA20346#2	CYP21A2	CYP21	NA20346#2#CM094262.1:28410681-33542038	3614786	3618015	+	3230	1.0	0.9987616099071207	60	1
NA20346_2	NA20346#2	CYP21A2	CYP21	NA20346#2#CM094262.1:28410681-33542038	3588424	3591648	+	3230	0.9984520123839009	0.9777296628518404	0	1
NA20346_2	NA20346#2	TNXA	TNX	NA20346#2#CM094262.1:28410681-33542038	3591158	3595762	-	4604	1.0	0.9969591659426585	51	1
NA20346_2	NA20346#2	TNXA	TNX	NA20346#2#CM094262.1:28410681-33542038	3617525	3622248	-	4604	1.0	0.9699407281964437	0	1
NA20346_2	NA20346#2	TNXB	TNX	NA20346#2#CM094262.1:28410681-33542038	3617523	3685686	-	68186	1.0	0.9992374472078837	60	1
NA20346_2	NA20346#2	WHR1B	WHR1	NA20346#2#CM094262.1:28410681-33542038	3596008	3596526	+	518	1.0	0.9980694980694981	60	1
NA20346_2	NA20346#2	WHR1B	WHR1	NA20346#2#CM094262.1:28410681-33542038	3563268	3563786	+	518	1.0	0.9942084942084942	0	1
NA20503_1	NA20503#1	WHR1	WHR1	NA20503#1#CM102459.1:28379297-33541270	3553890	3564162	+	10272	1.0	0.9994158878504673	60	1
NA20503_1	NA20503#1	CYP21A1P	CYP21	NA20503#1#CM102459.1:28379297-33541270	3588351	3591625	+	3274	1.0	0.9966401954795358	60	1
NA20503_1	NA20503#1	CYP21A1P	CYP21	NA20503#1#CM102459.1:28379297-33541270	3621086	3624361	+	3274	1.0	0.977459640572647	0	1
NA20503_1	NA20503#1	CYP21A2	CYP21	NA20503#1#CM102459.1:28379297-33541270	3621131	3624361	+	3230	1.0	0.9975232198142415	60	1
NA20503_1	NA20503#1	CYP21A2	CYP21	NA20503#1#CM102459.1:28379297-33541270	3588401	3591625	+	3230	0.9984520123839009	0.9777296628518404	0	1
NA20503_1	NA20503#1	TNXA	TNX	NA20503#1#CM102459.1:28379297-33541270	3591135	3595738	-	4604	1.0	0.9969591659426585	34	1
NA20503_1	NA20503#1	TNXA	TNX	NA20503#1#CM102459.1:28379297-33541270	3623871	3628594	-	4604	1.0	0.970575783234547	0	1
NA20503_1	NA20503#1	TNXB	TNX	NA20503#1#CM102459.1:28379297-33541270	3623869	3692058	-	68186	1.0	0.9993255131964809	60	1
NA20503_1	NA20503#1	WHR1B	WHR1	NA20503#1#CM102459.1:28379297-33541270	3595984	3596502	+	518	1.0	0.9961389961389961	35	1
NA20503_1	NA20503#1	WHR1B	WHR1	NA20503#1#CM102459.1:28379297-33541270	3563247	3563765	+	518	1.0	0.9942084942084942	0	1
NA20503_2	NA20503#2	WHR1	WHR1	NA20503#2#CM102476.1:28357590-33489275	3554202	3564473	+	10272	1.0	0.9993185358255452	60	1
NA20503_2	NA20503#2	CYP21A1P	CYP21	NA20503#2#CM102476.1:28357590-33489275	3588663	3591937	+	3274	1.0	0.9966401954795358	60	1
NA20503_2	NA20503#2	CYP21A1P	CYP21	NA20503#2#CM102476.1:28357590-33489275	3621398	3624673	+	3274	1.0	0.977155041120926	0	1
NA20503_2	NA20503#2	CYP21A2	CYP21	NA20503#2#CM102476.1:28357590-33489275	3621443	3624673	+	3230	1.0	0.9984520123839009	60	1
NA20503_2	NA20503#2	CYP21A2	CYP21	NA20503#2#CM102476.1:28357590-33489275	3588713	3591937	+	3230	0.9984520123839009	0.9777296628518404	0	1
NA20503_2	NA20503#2	TNXA	TNX	NA20503#2#CM102476.1:28357590-33489275	3591447	3596051	-	4604	1.0	0.9976107732406603	47	1
NA20503_2	NA20503#2	TNXA	TNX	NA20503#2#CM102476.1:28357590-33489275	3624183	3628906	-	4604	1.0	0.970575783234547	0	1
NA20503_2	NA20503#2	TNXB	TNX	NA20503#2#CM102476.1:28357590-33489275	3624181	3692363	-	68186	1.0	0.9991202604029208	60	1
NA20503_2	NA20503#2	WHR1B	WHR1	NA20503#2#CM102476.1:28357590-33489275	3596297	3596815	+	518	1.0	0.9980694980694981	34	1
NA20503_2	NA20503#2	WHR1B	WHR1	NA20503#2#CM102476.1:28357590-33489275	3563558	3564076	+	518	1.0	0.9961389961389961	0	1
NA20752_1	NA20752#1	WHR1	WHR1	NA20752#1#CM099770.1:28378820-33526332	3539608	3549880	+	10272	1.0	0.9995132398753894	60	1
NA20752_1	NA20752#1	CYP21A1P	CYP21	NA20752#1#CM099770.1:28378820-33526332	3574070	3577344	+	3274	1.0	0.9966401954795358	60	1
NA20752_1	NA20752#1	CYP21A1P	CYP21	NA20752#1#CM099770.1:28378820-33526332	3606808	3610083	+	3274	1.0	0.977459640572647	0	1
NA20752_1	NA20752#1	CYP21A2	CYP21	NA20752#1#CM099770.1:28378820-33526332	3606853	3610083	+	3230	1.0	0.9987616099071207	60	1
NA20752_1	NA20752#1	CYP21A2	CYP21	NA20752#1#CM099770.1:28378820-33526332	3574120	3577344	+	3230	0.9984520123839009	0.9777296628518404	0	1
NA20752_1	NA20752#1	TNXA	TNX	NA20752#1#CM099770.1:28378820-33526332	3576854	3581458	-	4604	1.0	0.9973935708079931	43	1
NA20752_1	NA20752#1	TNXA	TNX	NA20752#1#CM099770.1:28378820-33526332	3609593	3614316	-	4604	1.0	0.970575783234547	0	1
NA20752_1	NA20752#1	TNXB	TNX	NA20752#1#CM099770.1:28378820-33526332	3609591	3677781	-	68186	1.0	0.9993401759530792	60	1
NA20752_1	NA20752#1	WHR1B	WHR1	NA20752#1#CM099770.1:28378820-33526332	3581704	3582222	+	518	1.0	0.9980694980694981	34	1
NA20752_1	NA20752#1	WHR1B	WHR1	NA20752#1#CM099770.1:28378820-33526332	3548965	3549483	+	518	1.0	0.9961389961389961	0	1
NA20752_2	NA20752#2	WHR1	WHR1	NA20752#2#CM099783.1:28398107-33586251	3495633	3505904	+	10272	1.0	0.9993185358255452	60	1
NA20752_2	NA20752#2	CYP21A1P	CYP21	NA20752#2#CM099783.1:28398107-33586251	3530095	3533369	+	3274	1.0	0.9978619425778864	60	1
NA20752_2	NA20752#2	CYP21A1P	CYP21	NA20752#2#CM099783.1:28398107-33586251	3556462	3559737	+	3274	1.0	0.9805056350898569	0	1
NA20752_2	NA20752#2	CYP21A2	CYP21	NA20752#2#CM099783.1:28398107-33586251	3556507	3559737	+	3230	1.0	0.9953560371517027	60	1
NA20752_2	NA20752#2	CYP21A2	CYP21	NA20752#2#CM099783.1:28398107-33586251	3530145	3533369	+	3230	0.9984520123839009	0.9777296628518404	0	1
NA20752_2	NA20752#2	TNXA	TNX	NA20752#2#CM099783.1:28398107-33586251	3532879	3537483	-	4604	1.0	0.9963075586446568	1	1
NA20752_2	NA20752#2	TNXA	TNX	NA20752#2#CM099783.1:28398107-33586251	3559247	3563971	-	4604	1.0	0.9712108382726503	0	1
NA20752_2	NA20752#2	TNXB	TNX	NA20752#2#CM099783.1:28398107-33586251	3559245	3627417	-	68186	1.0	0.9982848347137726	60	1
NA20752_2	NA20752#2	WHR1B	WHR1	NA20752#2#CM099783.1:28398107-33586251	3504989	3505507	+	518	1.0	0.9980694980694981	0	1
NA20752_2	NA20752#2	WHR1B	WHR1	NA20752#2#CM099783.1:28398107-33586251	3537729	3538247	+	518	1.0	0.9980694980694981	0	1
NA20762_1	NA20762#1	WHR1	WHR1	NA20762#1#CM102512.1:28400125-33568157	3558053	3568325	+	10272	1.0	0.9995132398753894	60	1
NA20762_1	NA20762#1	CYP21A1P	CYP21	NA20762#1#CM102512.1:28400125-33568157	3592515	3595789	+	3274	1.0	0.9966401954795358	60	1
NA20762_1	NA20762#1	CYP21A1P	CYP21	NA20762#1#CM102512.1:28400125-33568157	3625249	3628524	+	3274	1.0	0.977155041120926	0	1
NA20762_1	NA20762#1	CYP21A2	CYP21	NA20762#1#CM102512.1:28400125-33568157	3625294	3628524	+	3230	1.0	0.9984520123839009	60	1
NA20762_1	NA20762#1	CYP21A2	CYP21	NA20762#1#CM102512.1:28400125-33568157	3592565	3595789	+	3230	0.9984520123839009	0.9777296628518404	0	1
NA20762_1	NA20762#1	TNXA	TNX	NA20762#1#CM102512.1:28400125-33568157	3595299	3599903	-	4604	1.0	0.9973935708079931	43	1
NA20762_1	NA20762#1	TNXA	TNX	NA20762#1#CM102512.1:28400125-33568157	3628034	3632757	-	4604	1.0	0.970575783234547	0	1
NA20762_1	NA20762#1	TNXB	TNX	NA20762#1#CM102512.1:28400125-33568157	3628032	3696225	-	68186	1.0	0.9992669051668523	60	1
NA20762_1	NA20762#1	WHR1B	WHR1	NA20762#1#CM102512.1:28400125-33568157	3600149	3600667	+	518	1.0	0.9980694980694981	34	1
NA20762_1	NA20762#1	WHR1B	WHR1	NA20762#1#CM102512.1:28400125-33568157	3567410	3567928	+	518	1.0	0.9961389961389961	0	1
NA20762_2	NA20762#2	WHR1	WHR1	NA20762#2#CM102528.1:28437013-33575799	3554168	3564439	+	10272	1.0	0.9993185358255452	60	1
NA20762_2	NA20762#2	CYP21A1P	CYP21	NA20762#2#CM102528.1:28437013-33575799	3588629	3591903	+	3274	1.0	0.9966401954795358	60	1
NA20762_2	NA20762#2	CYP21A1P	CYP21	NA20762#2#CM102528.1:28437013-33575799	3621363	3624638	+	3274	1.0	0.977155041120926	0	1
NA20762_2	NA20762#2	CYP21A2	CYP21	NA20762#2#CM102528.1:28437013-33575799	3621408	3624638	+	3230	1.0	0.9984520123839009	60	1
NA20762_2	NA20762#2	CYP21A2	CYP21	NA20762#2#CM102528.1:28437013-33575799	3588679	3591903	+	3230	0.9984520123839009	0.9777296628518404	0	1
NA20762_2	NA20762#2	TNXA	TNX	NA20762#2#CM102528.1:28437013-33575799	3591413	3596017	-	4604	1.0	0.9976107732406603	47	1
NA20762_2	NA20762#2	TNXA	TNX	NA20762#2#CM102528.1:28437013-33575799	3624148	3628871	-	4604	1.0	0.970575783234547	0	1
NA20762_2	NA20762#2	TNXB	TNX	NA20762#2#CM102528.1:28437013-33575799	3624146	3692333	-	68186	1.0	0.999076314053222	60	1
NA20762_2	NA20762#2	WHR1B	WHR1	NA20762#2#CM102528.1:28437013-33575799	3596263	3596781	+	518	1.0	0.9980694980694981	34	1
NA20762_2	NA20762#2	WHR1B	WHR1	NA20762#2#CM102528.1:28437013-33575799	3563524	3564042	+	518	1.0	0.9961389961389961	0	1
NA20799_1	NA20799#1	WHR1	WHR1	NA20799#1#CM098688.1:28368547-33505653	3560623	3570895	+	10272	1.0	0.9991239170641487	60	1
NA20799_1	NA20799#1	CYP21A1P	CYP21	NA20799#1#CM098688.1:28368547-33505653	3595084	3598358	+	3274	1.0	0.998167379352474	60	1
NA20799_1	NA20799#1	CYP21A1P	CYP21	NA20799#1#CM098688.1:28368547-33505653	3627819	3631090	+	3274	1.0	0.9780621572212066	0	1
NA20799_1	NA20799#1	CYP21A2	CYP21	NA20799#1#CM098688.1:28368547-33505653	3627864	3631090	+	3230	1.0	0.9962848297213622	60	1
NA20799_1	NA20799#1	CYP21A2	CYP21	NA20799#1#CM098688.1:28368547-33505653	3595134	3598358	+	3230	0.9984520123839009	0.9780389730900093	0	1
NA20799_1	NA20799#1	TNXA	TNX	NA20799#1#CM098688.1:28368547-33505653	3597868	3602472	-	4604	1.0	0.9980451781059948	60	1
NA20799_1	NA20799#1	TNXA	TNX	NA20799#1#CM098688.1:28368547-33505653	3630600	3635323	-	4604	1.0	0.9688823031329382	0	1
NA20799_1	NA20799#1	TNXB	TNX	NA20799#1#CM098688.1:28368547-33505653	3630598	3698782	-	68186	1.0	0.9991055456171736	60	1
NA20799_1	NA20799#1	WHR1B	WHR1	NA20799#1#CM098688.1:28368547-33505653	3602718	3603236	+	518	1.0	0.9980694980694981	60	1
NA20799_1	NA20799#1	WHR1B	WHR1	NA20799#1#CM098688.1:28368547-33505653	3569980	3570498	+	518	1.0	0.9942084942084942	0	1
NA20799_2	NA20799#2	WHR1	WHR1	NA20799#2#CM098717.1:28381748-33532360	3567773	3578035	+	10272	1.0	0.9980529595015576	60	1
NA20799_2	NA20799#2	CYP21A1P	CYP21	NA20799#2#CM098717.1:28381748-33532360	3602225	3605499	+	3274	1.0	0.9969456322541234	60	1
NA20799_2	NA20799#2	CYP21A1P	CYP21	NA20799#2#CM098717.1:28381748-33532360	3628593	3631868	+	3274	1.0	0.976850441669205	0	1
NA20799_2	NA20799#2	CYP21A2	CYP21	NA20799#2#CM098717.1:28381748-33532360	3628638	3631868	+	3230	1.0	0.9981424148606811	60	1
NA20799_2	NA20799#2	CYP21A2	CYP21	NA20799#2#CM098717.1:28381748-33532360	3602275	3605499	+	3230	0.9984520123839009	0.9786575935663471	0	1
NA20799_2	NA20799#2	TNXA	TNX	NA20799#2#CM098717.1:28381748-33532360	3605009	3609613	-	4604	1.0	0.9960903562119896	27	1
NA20799_2	NA20799#2	TNXA	TNX	NA20799#2#CM098717.1:28381748-33532360	3631378	3636101	-	4604	1.0	0.9699407281964437	0	1
NA20799_2	NA20799#2	TNXB	TNX	NA20799#2#CM098717.1:28381748-33532360	3631376	3699561	-	68186	1.0	0.9993694644847205	60	1
NA20799_2	NA20799#2	WHR1B	WHR1	NA20799#2#CM098717.1:28381748-33532360	3609859	3610377	+	518	1.0	0.9961389961389961	60	1
