hap_id	donor	cohort	source_type	panel_flags	c4_annotated_copies	cyp21_like_loci	tnx_like_loci	whr1_like_loci	same_contig	span_contig	span_start0	span_end0	balanced_module_components	screen_signature	signature_id	classification	limitation
apr001#1	apr001	APR	assembly_or_reference	DR_DQ_candidate_novel_annotation	2	2	2	2	1	apr001#1#h1tg000015l:28434817-33593090	3546615	3684768	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BL+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-c91a117646c15232	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
apr001#2	apr001	APR	assembly_or_reference		1	1	1	1	1	apr001#2#h2tg000018l:28338056-33431257	3548635	3654034	1	WHR1-like+|C4AL+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-80c1563b57f16898	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
apr002#1	apr002	APR	assembly_or_reference	DR_DQ_candidate_novel_annotation	3	3	3	3	1	apr002#1#h1tg000010l:28385462-33644194	3535788	3693948	1	WHR1-like+|C4BL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4AS+|CYP21A2-like+|TNXA-like-|WHR1B-like+|C4BS+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-8904b92121a5f1e8	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
apr002#2	apr002	APR	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss	2	2	2	2	1	apr002#2#h2tg000007l:138255095-143403132_rc	3557921	3689704	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BS+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-08dc6d3cd5c804e4	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
apr003#1	apr003	APR	assembly_or_reference	DR_DQ_candidate_novel_annotation	2	2	2	2	1	apr003#1#h1tg000021l:28362599-33558558	3503768	3641918	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BL+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-c91a117646c15232	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
apr003#2	apr003	APR	assembly_or_reference	DR_DQ_candidate_novel_annotation	2	2	2	2	1	apr003#2#h2tg000014l:28401981-33557950	3552606	3684408	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BS+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-08dc6d3cd5c804e4	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
apr004#1	apr004	APR	assembly_or_reference		2	2	2	2	1	apr004#1#h1tg000015l:28405351-33543332	3535739	3667548	1	WHR1-like+|C4BL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4AS+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-fc96b32fa448cea2	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
apr004#2	apr004	APR	assembly_or_reference	downstream_graph_clipping_loss	2	2	2	2	1	apr004#2#h2tg000008l:138190707-143268823_rc	3505936	3637832	1	WHR1-like+|C4AL+|CYP21A2-like+|TNXA-like-|WHR1B-like+|C4BS+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-804d53b600bb619f	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
apr005#1	apr005	APR	assembly_or_reference	downstream_graph_clipping_loss	1	1	1	1	1	apr005#1#h1tg000024l:25685419-30792368_rc	3561795	3667204	1	WHR1-like+|C4AL+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-80c1563b57f16898	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
apr005#2	apr005	APR	assembly_or_reference	downstream_graph_clipping_loss	2	2	2	2	1	apr005#2#h2tg000025l:27505079-32631962_rc	3555241	3687138	1	WHR1-like+|C4AL+|CYP21A2-like+|TNXA-like-|WHR1B-like+|C4BS+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-804d53b600bb619f	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
apr006#1	apr006	APR	assembly_or_reference	DR_DQ_candidate_novel_annotation	2	2	2	2	1	apr006#1#h1tg000006l:28429612-33564591	3562532	3694430	1	WHR1-like+|C4AL+|CYP21A2-like+|TNXA-like-|WHR1B-like+|C4BS+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-804d53b600bb619f	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
apr006#2	apr006	APR	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss	2	2	2	2	1	apr006#2#h2tg000002l:27458750-32609940_rc	3549199	3680994	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BS+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-08dc6d3cd5c804e4	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
apr007#1	apr007	APR	assembly_or_reference	downstream_graph_clipping_loss	2	2	2	2	1	apr007#1#h1tg000009l:141020280-146179718_rc	3550928	3689083	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BL+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-c91a117646c15232	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
apr007#2	apr007	APR	assembly_or_reference	downstream_graph_clipping_loss	2	2	2	2	1	apr007#2#h2tg000002l:137323480-142462680_rc	3535841	3667651	1	WHR1-like+|C4BL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4AS+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-fc96b32fa448cea2	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
apr008#1	apr008	APR	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss	1	1	1	1	1	apr008#1#h1tg000006l:138382777-143548816_rc	3606400	3711841	1	WHR1-like+|C4AL+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-80c1563b57f16898	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
apr008#2	apr008	APR	assembly_or_reference		2	2	2	2	1	apr008#2#h2tg000008l:28356191-33484508	3556312	3688211	1	WHR1-like+|C4AL+|CYP21A2-like+|TNXA-like-|WHR1B-like+|C4BS+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-804d53b600bb619f	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
apr009#1	apr009	APR	assembly_or_reference		3	3	3	3	1	apr009#1#h1tg000016l:28450181-33709541	3534335	3692489	1	WHR1-like+|C4BL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4AS+|CYP21A2-like+|TNXA-like-|WHR1B-like+|C4BS+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-8904b92121a5f1e8	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
apr009#2	apr009	APR	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss	2	2	2	2	1	apr009#2#h2tg000041l:28097238-33212102_rc	3505125	3643296	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4AL+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-109f6cb2c3c027c8	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
apr010#1	apr010	APR	assembly_or_reference		3	3	3	3	1	apr010#1#h1tg000018l:28446120-33705764	3537813	3695970	1	WHR1-like+|C4BL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4AS+|CYP21A2-like+|TNXA-like-|WHR1B-like+|C4BS+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-8904b92121a5f1e8	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
apr010#2	apr010	APR	assembly_or_reference		2	2	2	2	1	apr010#2#h2tg000013l:28422940-33602432	3567986	3706144	1	WHR1-like+|C4BL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4AL+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-ddd7bb6699f86670	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
apr011#1	apr011	APR	assembly_or_reference	DR_DQ_candidate_novel_annotation	1	1	1	1	1	apr011#1#h1tg000019l:138093078-143261017_rc	3623912	3729333	1	WHR1-like+|C4AL+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-80c1563b57f16898	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
apr011#2	apr011	APR	assembly_or_reference	downstream_graph_clipping_loss	2	2	2	2	1	apr011#2#h2tg000011l:137856776-142978436_rc	3549770	3681660	1	WHR1-like+|C4AL+|CYP21A2-like+|TNXA-like-|WHR1B-like+|C4BS+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-804d53b600bb619f	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
apr012#1	apr012	APR	assembly_or_reference		2	2	2	2	1	apr012#1#h1tg000008l:28396959-33512282	3542821	3674715	1	WHR1-like+|C4AL+|CYP21A2-like+|TNXA-like-|WHR1B-like+|C4BS+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-804d53b600bb619f	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
apr012#2	apr012	APR	assembly_or_reference	downstream_graph_clipping_loss	1	1	1	1	1	apr012#2#h2tg000016l:138252661-143421402_rc	3623343	3728741	1	WHR1-like+|C4AL+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-80c1563b57f16898	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
apr013#1	apr013	APR	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss	1	1	1	1	1	apr013#1#h1tg000002l:139940690-145014712_rc	3498051	3603487	1	WHR1-like+|C4AL+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-80c1563b57f16898	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
apr013#2	apr013	APR	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss	2	2	2	2	1	apr013#2#h2tg000027l:138555153-143729247_rc	3548154	3686348	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4AL+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-109f6cb2c3c027c8	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
apr014#1	apr014	APR	assembly_or_reference		2	2	2	2	1	apr014#1#h1tg000020l:28366313-33554706	3616252	3748150	1	WHR1-like+|C4AL+|CYP21A2-like+|TNXA-like-|WHR1B-like+|C4BS+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-804d53b600bb619f	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
apr014#2	apr014	APR	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss	2	2	2	2	1	apr014#2#h2tg000006l:26691275-31885063_rc	3619224	3751018	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4AS+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-b8ca310d36f0396c	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
apr015#1	apr015	APR	assembly_or_reference		2	2	2	2	1	apr015#1#h1tg000012l:28398223-33522774	3552743	3684640	1	WHR1-like+|C4AL+|CYP21A2-like+|TNXA-like-|WHR1B-like+|C4BS+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-804d53b600bb619f	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
apr015#2	apr015	APR	assembly_or_reference	downstream_graph_clipping_loss	1	1	1	1	1	apr015#2#h2tg000018l:138433262-143524291_rc	3552468	3657877	1	WHR1-like+|C4AL+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-80c1563b57f16898	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
apr016#1	apr016	APR	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss	2	2	2	2	1	apr016#1#h1tg000012l:137906206-143057420_rc	3548170	3679980	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BS+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-08dc6d3cd5c804e4	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
apr016#2	apr016	APR	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss	2	2	2	2	1	apr016#2#h2tg000005l:138332729-143447191_rc	3537935	3676093	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BL+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-c91a117646c15232	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
apr018#1	apr018	APR	assembly_or_reference		2	2	2	2	1	apr018#1#h1tg000018l:28377039-33450879	3553423	3691595	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BL+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-c91a117646c15232	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
apr018#2	apr018	APR	assembly_or_reference	DR_DQ_candidate_novel_annotation	2	2	2	2	1	apr018#2#h2tg000022l:28395345-33526946	3542017	3673805	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BS+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-08dc6d3cd5c804e4	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
apr019#1	apr019	APR	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss	1	1	1	1	1	apr019#1#h1tg000006l:137597617-142800733_rc	3545142	3650558	1	WHR1-like+|C4AL+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-80c1563b57f16898	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
apr019#2	apr019	APR	assembly_or_reference	DR_DQ_candidate_novel_annotation	1	1	1	1	1	apr019#2#h2tg000009l:25947834-31066127_rc	3552274	3657712	1	WHR1-like+|C4AL+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-80c1563b57f16898	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
apr020#1	apr020	APR	assembly_or_reference	DR_DQ_candidate_novel_annotation	2	2	2	2	1	apr020#1#h1tg000001l:28463230-33620049	3553708	3685524	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BS+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-08dc6d3cd5c804e4	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
apr020#2	apr020	APR	assembly_or_reference	DR_DQ_candidate_novel_annotation	1	1	1	1	1	apr020#2#h2tg000007l:137677150-142774159_rc	3549943	3655336	1	WHR1-like+|C4AL+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-80c1563b57f16898	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
apr021#1	apr021	APR	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss	2	2	2	2	1	apr021#1#h1tg000013l:137920389-143048373_rc	3550104	3688265	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4AL+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-109f6cb2c3c027c8	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
apr021#2	apr021	APR	assembly_or_reference	downstream_graph_clipping_loss	3	3	3	3	1	apr021#2#h2tg000011l:138901647-144060314_rc	3553506	3718099	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4AS+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BL+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-e92677dc4f8b8aff	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
apr022#1	apr022	APR	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss	2	2	2	2	1	apr022#1#h1tg000011l:137924391-143077833_rc	3550309	3682129	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BS+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-08dc6d3cd5c804e4	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
apr022#2	apr022	APR	assembly_or_reference	downstream_graph_clipping_loss	3	3	3	3	1	apr022#2#h2tg000013l:138031891-143184813_rc	3554421	3712579	1	WHR1-like+|C4BL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4AS+|CYP21A2-like+|TNXA-like-|WHR1B-like+|C4BS+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-8904b92121a5f1e8	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
apr023#1	apr023	APR	assembly_or_reference	DR_DQ_candidate_novel_annotation	2	2	2	2	1	apr023#1#h1tg000014l:137929515-143086735_rc	3555326	3687112	1	WHR1-like+|C4AS+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BL+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-7ed3bad7d86d2b59	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
apr023#2	apr023	APR	assembly_or_reference	DR_DQ_candidate_novel_annotation	1	1	1	1	1	apr023#2#h2tg000022l:26641068-31656450_rc	3507538	3612948	1	WHR1-like+|C4AL+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-80c1563b57f16898	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
apr024#1	apr024	APR	assembly_or_reference	downstream_graph_clipping_loss	2	2	2	2	1	apr024#1#h1tg000001l:137801575-142959579_rc	3548545	3686717	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BL+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-c91a117646c15232	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
apr024#2	apr024	APR	assembly_or_reference		2	2	2	2	1	apr024#2#h2tg000014l:137766819-142943455_rc	3567364	3705533	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BL+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-c91a117646c15232	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
apr025#1	apr025	APR	assembly_or_reference	downstream_graph_clipping_loss	2	2	2	2	1	apr025#1#h1tg000007l:139497787-144647520_rc	3559935	3691723	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BS+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-08dc6d3cd5c804e4	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
apr025#2	apr025	APR	assembly_or_reference	DR_DQ_candidate_novel_annotation	2	2	2	2	1	apr025#2#h2tg000006l:138571729-143809751_rc	3550912	3682709	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BS+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-08dc6d3cd5c804e4	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
apr026#1	apr026	APR	assembly_or_reference		2	2	2	2	1	apr026#1#h1tg000019l:28393961-33702327	3613309	3745083	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BS+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-08dc6d3cd5c804e4	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
apr026#2	apr026	APR	assembly_or_reference	DR_DQ_candidate_novel_annotation	1	1	1	1	1	apr026#2#h2tg000012l:28359568-33574257	3555947	3661363	1	WHR1-like+|C4AL+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-80c1563b57f16898	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
apr027#1	apr027	APR	assembly_or_reference	DR_DQ_core_missing_or_multiple_annotations	3	3	3	3	1	apr027#1#h1tg000004l:28384126-33662392	3555898	3714052	1	WHR1-like+|C4BL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4AS+|CYP21A2-like+|TNXA-like-|WHR1B-like+|C4BS+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-8904b92121a5f1e8	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
apr027#2	apr027	APR	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss	3	3	3	3	1	apr027#2#h2tg000013l:11085473-16306923_rc	3610178	3768365	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BS+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BS+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-0c843ef37c4c8a9d	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
apr029#1	apr029	APR	assembly_or_reference		2	2	2	2	1	apr029#1#h1tg000032l:28462821-33705004	3547968	3679755	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BS+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-08dc6d3cd5c804e4	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
apr029#2	apr029	APR	assembly_or_reference		2	2	2	2	1	apr029#2#h2tg000012l:28417575-33541972	3552530	3684426	1	WHR1-like+|C4AL+|CYP21A2-like+|TNXA-like-|WHR1B-like+|C4BS+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-804d53b600bb619f	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
apr030#1	apr030	APR	assembly_or_reference	DR_DQ_candidate_novel_annotation	1	1	1	1	1	apr030#1#h1tg000001l:28446903-33506362	3506105	3611538	1	WHR1-like+|C4AL+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-80c1563b57f16898	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
apr030#2	apr030	APR	assembly_or_reference	DR_DQ_candidate_novel_annotation	2	2	2	2	1	apr030#2#h2tg000012l:28433288-33581296	3557850	3689637	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BS+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-08dc6d3cd5c804e4	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
apr031#1	apr031	APR	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss	2	2	2	2	1	apr031#1#h1tg000019l:26371881-31586781_rc	3612875	3744663	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BS+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-08dc6d3cd5c804e4	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
apr031#2	apr031	APR	assembly_or_reference		2	2	2	2	1	apr031#2#h2tg000036l:28402991-33519712	3506979	3645137	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4AL+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-109f6cb2c3c027c8	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
apr032#1	apr032	APR	assembly_or_reference		2	2	2	2	1	apr032#1#h1tg000006l:28452318-33694285	3546535	3678323	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BS+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-08dc6d3cd5c804e4	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
apr032#2	apr032	APR	assembly_or_reference	DR_DQ_candidate_novel_annotation	3	3	3	3	1	apr032#2#h2tg000014l:28405263-33673740	3546603	3704763	1	WHR1-like+|C4BL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4AS+|CYP21A2-like+|TNXA-like-|WHR1B-like+|C4BS+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-8904b92121a5f1e8	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
apr033#1	apr033	APR	assembly_or_reference	downstream_graph_clipping_loss	2	2	2	2	1	apr033#1#h1tg000008l:27149396-32366749_rc	3618508	3750310	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BS+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-08dc6d3cd5c804e4	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
apr033#2	apr033	APR	assembly_or_reference		2	2	2	2	1	apr033#2#h2tg000008l:28349631-33452614	3502275	3634061	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BS+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-08dc6d3cd5c804e4	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
apr034#1	apr034	APR	assembly_or_reference	DR_DQ_candidate_novel_annotation	1	1	1	1	1	apr034#1#h1tg000032l:26576741-31706138_rc	3553827	3659244	1	WHR1-like+|C4AL+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-80c1563b57f16898	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
apr034#2	apr034	APR	assembly_or_reference	DR_DQ_candidate_novel_annotation	2	2	2	2	1	apr034#2#h2tg000008l:28434563-33559669	3550527	3688681	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BL+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-c91a117646c15232	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
