hap_id	contig	start0	end0	span_bp	N_bases	other_ambiguous_bases	contig_edge_distance	span_sha256
KPanRef-071#2	KPanRef-071#2#Unplaced_h2tg000014l_93768:28304957-33536275	3622762	3760932	138170	0	0	1470387	06e80c20a5c3c06078c8e8492cca1746aec9eb95156daecc09e9e744e3c00109
KPanRef-072#1	KPanRef-072#1#Unplaced_h1tg000009l_150514:28287169-33594415	3613054	3744838	131784	0	0	1562409	415ba2e272d6f6ba04314859bc0723491c4577c39409e0d38803584614f0bd7c
KPanRef-072#2	KPanRef-072#2#Unplaced_h2tg000010l_88675:28260606-33499306	3551150	3682954	131804	0	0	1555747	53a757bfa0c04914b7d62463fdf9939a66d84c3290f2bcb8ae31e6b28efedc97
KPanRef-073#1	KPanRef-073#1#Unplaced_h1tg000024l_134765:28276974-33409736	3542344	3674135	131791	0	0	1458628	fb2b41adafab504c82e11959ae3e08bedcf98a57de47e90530b976d9f9a50c1c
KPanRef-073#2	KPanRef-073#2#Unplaced_h2tg000022l_97593:28283212-33436845	3550761	3715358	164597	0	0	1438276	a2eb8e8029f64bad53b1e8774dbd60072242d1ee2d470996003e1450b665c76f
KPanRef-074#1	KPanRef-074#1#Unplaced_h1tg000001l_114533789:24969372-30048015_rc	3502681	3634477	131796	0	0	1444167	30910d79bb6dd9a3b808066c6a55cbe10fc47870d9a36b9739a91a10486810b1
KPanRef-074#2	KPanRef-074#2#Unplaced_h2tg000011l_115279241:24957451-30204750_rc	3545433	3677226	131793	0	0	1570074	6f09d1012f7f75fcff7f983a4046ec12e94cbc6501a1a9404640185ce00ed8f3
KPanRef-075#1	KPanRef-075#1#Unplaced_h1tg000004l_92225:28285449-33448865	3562546	3694341	131795	0	0	1469076	3302bffc0e858c5bb5037237800953ecf0449637fa7318c008012b47b158524e
KPanRef-075#2	KPanRef-075#2#Unplaced_h2tg000001l_113483410:24951192-30017318_rc	3551943	3683747	131804	0	0	1382380	723252a06e25c22fb891cdcd3298ecf42032afdc1f03b8a2889b2b68919002e4
KPanRef-076#1	KPanRef-076#1#Unplaced_h1tg000013l_113155204:24959153-30136228_rc	3551462	3689609	138147	0	0	1487467	e1ee2d5372a701ef177c20f0fca86d1e23aa4e06f8d9c880cf474141cd7bda59
KPanRef-076#2	KPanRef-076#2#Unplaced_h2tg000010l_154444:28276223-33472018	3505310	3643487	138177	0	0	1552309	82ca353817e4e2da070de68415a0c370032650165fede9164bb7b39c5f60de67
KPanRef-076-M#1	KPanRef-076-M#1#Unplaced_h1tg000027l_2825028:24973969-30280824_rc	3612769	3744554	131785	0	0	1562302	1d7bb062e775226acd6b04042cef925cd4179095734d2a348c9dd03c92725cf4
KPanRef-076-M#2	KPanRef-076-M#2#Unplaced_h2tg000025l_2760357:24964198-30160929_rc	3505383	3643559	138176	0	0	1553173	4718cdd902ac34fc6118a1b781c482aa74f96673871b5bd02b073b7e6093ab86
KPanRef-076-P#1	KPanRef-076-P#1#Unplaced_h1tg000017l_88124:28282601-33357961	3555091	3693263	138172	0	0	1382098	04c09ebc018c1a14ba0d42db8d5c1aa9b652bd6bdd3f0fda4822be76fdd69e9c
KPanRef-076-P#2	KPanRef-076-P#2#Unplaced_h2tg000017l_137908:28277062-33454172	3551428	3689575	138147	0	0	1487536	e1ee2d5372a701ef177c20f0fca86d1e23aa4e06f8d9c880cf474141cd7bda59
KPanRef-077#1	KPanRef-077#1#Unplaced_h1tg000001l_137091:28284173-33492210	3544597	3650033	105436	0	0	1558005	d16cefcc305238b79f3f8c8ec93c41403b520cd84667bdc5948f84f5b08032f6
KPanRef-077#2	KPanRef-077#2#Unplaced_h2tg000012l_78944:28291410-33360216	3549180	3687352	138172	0	0	1381455	eedfa8183c0bd5a38e93f0d4d7447ca5c8a960c7bfea644b2be86277d24e81dc
KPanRef-078#1	KPanRef-078#1#Unplaced_h1tg000001l_114758335:24960658-30030886_rc	3458284	3622880	164596	0	0	1447349	1f647b9d3a615a6e526a4cf78d32053d8a79a572f2bda7fb4a3c64ceedf40809
KPanRef-078#2	KPanRef-078#2#Unplaced_h2tg000009l_0:3358197-8522429	3553611	3724502	170891	0	0	1439731	10183feab2883856eedd0ce5671a3216d2784cb338f1bcd32b78729ae0f547f6
KPanRef-079#1	KPanRef-079#1#Unplaced_h1tg000005l_91609:28264818-33599109	3613046	3771187	158141	0	0	1563105	7bc00151b482651b18b94184da4f85a47d27c5d8469ca1f60d4961e43b92a5bb
KPanRef-079#2	KPanRef-079#2#Unplaced_h2tg000026l_4253567:24954773-30064329_rc	3507400	3645631	138231	0	0	1463926	62daaed83cdafe724c90dcee6c8c5d4fc7a8c8b0cb3c5d4cfbdfaa3345039e7d
KPanRef-080#1	KPanRef-080#1#Unplaced_h1tg000006l_134640:28341348-33585111	3551803	3689978	138175	0	0	1553786	dcbb281c2b918e90fb871590be03325de4ebc27714ebb7b2692629cfe76f7f6e
KPanRef-080#2	KPanRef-080#2#Unplaced_h2tg000008l_103230300:24952389-30156782_rc	3541859	3647296	105437	0	0	1557098	7e759bb8aa81b9a31d9bb95a21edc1dbc1269e2e4980115309453b59a12ca852
NA18505#1	NA18505#1#JBHIJY010000048.1:28445967-33542979	3552412	3657845	105433	0	0	1439168	49e610e62e5686ce3614be4ba592946ed48b5231ffa06a9682badc456206ba6f
NA18505#2	NA18505#2#JBHIJZ010000041.1:28452551-33607869	3554488	3686241	131753	0	0	1469078	6a32a0703a340d043bf8f35a0906966b11c9b7de346316444acb79c35fb17c07
NA18508#1	NA18508#1#CM089650.1:28440826-33645342	3626009	3757803	131794	0	0	1446714	c6a7584ee8c0d86edcdc01f9755b425fa80844c42d810d2678e575035454eae6
NA18508#2	NA18508#2#JBHIJH010000001.1:28282775-33492562	3621538	3753335	131797	0	0	1456453	3eb36a67b5efa3b9fc444d7d2ba4fefe44e9a36c358f2d7b51575bb5ab01494c
NA18522#1	NA18522#1#CM087176.1:28457728-33607889	3554871	3686640	131769	0	0	1463522	6dd5bcf82f449f00d55d8ba5f7c2306ea7fa397f701eee4513b51b70eb5e05b6
NA18522#2	NA18522#2#CM087191.1:28461290-33621227	3560716	3692507	131791	0	0	1467431	d14fd18e9ae45f8e5af61084557d3ba5c1dfb42de0c2e3bdcd47ccca4e49e3ad
NA18565#1	NA18565#1#CM094320.1:28406009-33589453	3493952	3625745	131793	0	0	1557700	de1794703f692b1da2cd468789404349e01062dd39f12dff66b53141d3b009e1
NA18565#2	NA18565#2#CM094342.1:28359389-33490962	3559001	3690769	131768	0	0	1440805	8e48568ce18a07e0f2e0ace02ef4fb92c64cd5d53092957c38be49a33451b2fc
NA18570#1	NA18570#1#CM087659.1:28377747-33503647	3555439	3687220	131781	0	0	1438681	512a4c07d627541978e2ba81aa7a81bc222bbf8eaa68ad045d72dd7a9a14889e
NA18570#2	NA18570#2#JBHDXO010000039.1:12253641-17492124	3552885	3684809	131924	0	0	1553675	aea73b78cb8216a0932ee9ff3f5e004d6ed95acb227e635f0bad60543f3c36fc
NA18608#1	NA18608#1#JBHIJW010000005.1:28379380-33466928	3504566	3642739	138173	0	0	1444810	be6d454e2cec930172b3a8766bb5ee2e8749c10aa37b0b35de993ea090524bca
NA18608#2	NA18608#2#JBHIJX010000014.1:28375523-33585552	3625356	3763509	138153	0	0	1446521	404d22afb9b7bacef087040708e5e69d295d3cf92e26c47ce6075cc529799daa
NA18620#1	NA18620#1#JBHIJU010000014.1:28371273-33496778	3546813	3684986	138173	0	0	1440520	8482c41e080077d2ddcff3faf4d59cb9edc201def10c4533f4e339a4a2fe7521
NA18620#2	NA18620#2#JBHIJV010000064.1:28361084-33404871	3453254	3585046	131792	0	0	1458742	aa2b81a1d6d1a6d19fc0996604ed42baf32d1224f8de2adf6b9f1aac6728d16d
NA18747#1	NA18747#1#CM087202.1:28424227-33559019	3551172	3689337	138165	0	0	1445456	9e45ca12d089ca45f1ea6024d5b394b0a1a827bb784a753e18ba3d662562f8d7
NA18747#2	NA18747#2#CM087242.1:28408784-33568848	3552496	3690655	138159	0	0	1469410	2fefbf926e2459593f9cef0761cf32375341987a9d4f13705aab4367e1b23598
NA18879#1	NA18879#1#CM099716.1:28474558-33526652	3506192	3605249	99057	0	0	1446846	5ca3f3dd961f55967f8ac4ed2afe1eb080ed724e9771b1ed105e2550ac4f395d
NA18879#2	NA18879#2#JBJUVN010000057.1:28495776-33652599	3560923	3692684	131761	0	0	1464140	61cc12aca691a7ea7157e88699385be83d7131e484b064dd71b529dc60cb0e60
NA18906#1	NA18906#1#JAHEOO020000008.1:28476372-33613648	3561583	3693376	131793	0	0	1443901	2247bffe51ab558991f06757681943723ec34ebab4014d3421612c88b867c48a
NA18906#2	NA18906#2#JAHEON020000009.1:28400633-33549040	3554175	3622511	68336	0	0	1525897	66a1f6c9c7b44eb1093837626f8208290fb99250c96ad30358179d7adff15198
NA18940#1	NA18940#1#CM101704.1:28361445-33495650	3507217	3645403	138186	0	0	1488803	a873a9e0f729fd45d18a3bcbeeb80475c77f8f33614f4f07bfd234413e66756b
NA18940#2	NA18940#2#CM101718.1:28384276-33404776	3506874	3638678	131804	0	0	1381823	4cf23ce635c23f980675a5ca1b23f1f61bf76693853c2867927bc1fe4c685ee6
NA18940.JaSaPaGe#1	NA18940.JaSaPaGe#1#h1tg000082l:22521073-27655405_rc	3507364	3645549	138185	0	0	1488784	d060b3c13989230a60e68d758dc73f282819984a32548660a3762a30be3efa43
NA18940.JaSaPaGe#2	NA18940.JaSaPaGe#2#h2tg000159l:514-4713306	3199130	3330939	131809	0	0	1381854	661c748d3d4d41b69825b3e27f69c973bc4cf4ffa311768c682594d1ad2eefab
NA18943#1	NA18943#1#CM101660.1:28426731-33491938	3552121	3683801	131680	0	0	1381407	abbf913ab761e5d7def50ce56b93eecc94e6fe3ae6ca77de1518ea7a9ca01e41
NA18943#2	NA18943#2#CM101689.1:28413016-33476747	3543014	3681184	138170	0	0	1382548	85413ff76f05c95f6c6507eaa3db12f45109ef1e674321be5cb4157cce09efcd
NA18943.JaSaPaGe#1	NA18943.JaSaPaGe#1#CM101660.1:28426731-33491938	3552121	3683801	131680	0	0	1381407	abbf913ab761e5d7def50ce56b93eecc94e6fe3ae6ca77de1518ea7a9ca01e41
NA18943.JaSaPaGe#2	NA18943.JaSaPaGe#2#CM101689.1:28413016-33476747	3543014	3681184	138170	0	0	1382548	85413ff76f05c95f6c6507eaa3db12f45109ef1e674321be5cb4157cce09efcd
NA18944#1	NA18944#1#CM101645.1:28385561-33526630	3544639	3676436	131797	0	0	1464634	ab981ac42cccbb23380baf267eee640bb2eb7cabb2182250f2c9f7dfa4264fae
NA18944#2	NA18944#2#CM101674.1:28358440-33385619	3506055	3644197	138142	0	0	1382983	20a0e976e8131a54117d26e01f5552bb52b5cdee49e946940042d6c2f03c8c23
NA18945#1	NA18945#1#CM101613.1:28368965-33555846	3608851	3740639	131788	0	0	1446243	97afbbc2ffdbb0c348acea8c10686489d1ef7612e1faaa8970221ec40ea7c55c
NA18945#2	NA18945#2#CM101630.1:28394844-33694406	3612297	3744065	131768	0	0	1555498	3b9ce5a31bf81d1b667d38f489ec7a1a980ee112893ca71be8d138acc826afe8
NA18945.JaSaPaGe#1	NA18945.JaSaPaGe#1#h1tg000007l:25526793-30826391_rc	3612376	3744144	131768	0	0	1555455	3b9ce5a31bf81d1b667d38f489ec7a1a980ee112893ca71be8d138acc826afe8
NA18945.JaSaPaGe#2	NA18945.JaSaPaGe#2#h2tg000002l:28368005-33554919	3608867	3740655	131788	0	0	1446260	97afbbc2ffdbb0c348acea8c10686489d1ef7612e1faaa8970221ec40ea7c55c
NA18948#1	NA18948#1#CM101600.1:28387406-33694585	3613015	3744797	131782	0	0	1562383	610c9f7c0d51b66303c188ce79efadc08aab3625397132b85f0c849ce5aa5609
NA18948#2	NA18948#2#CM101588.1:28449833-33675773	3551866	3755494	203628	0	0	1470447	cfd10e00585e37857fda27749bce40a8f2921776671677508a74b45445e09e12
NA18952#1	NA18952#1#JBHIJS010000065.1:28372748-33544581	3504692	3708323	203631	0	0	1463511	8030de2d83d459b4013b66d817d8487d4d934dd8cf3828c54337299411b47e9a
NA18952#2	NA18952#2#JBHIJT010000011.1:27989065-33294169	3611577	3749727	138150	0	0	1555378	02661168e2662f0cee17a8c8584bf79de139b47ef692944917e29dadcb86afd0
NA18952.JaSaPaGe#1	NA18952.JaSaPaGe#1#h1tg000063l:25586722-30891845_rc	3611639	3749793	138154	0	0	1555331	74604f42100fda028b51a26a8949aa46505ef4c3cc20848b3812aa02dc025bd3
NA18952.JaSaPaGe#2	NA18952.JaSaPaGe#2#JBHIJT010000011.1:27989065-33294169	3611577	3749727	138150	0	0	1555378	02661168e2662f0cee17a8c8584bf79de139b47ef692944917e29dadcb86afd0
NA18959#1	NA18959#1#CM101546.1:28370803-33504249	3507226	3645407	138181	0	0	1488040	81455acec47aa47a5708bac2864f5421ad6ba2da5dba0dc9c43099d3afd05a5d
NA18959#2	NA18959#2#CM101574.1:28371257-33493892	3548493	3653919	105426	0	0	1468717	0486d2bded4af9727c01e8236ed5ab7385e3cb6a70608be2d70f3306e8b6347a
NA18960#1	NA18960#1#CM101531.1:28387298-33581139	3500163	3638318	138155	0	0	1555524	ec103356da98d49a33478aac7f3761b31c0e9b819fb61a6a9af5492b14ee6757
NA18960#2	NA18960#2#CM101559.1:28352755-33558459	3503539	3635303	131764	0	0	1570402	11c226d0d760c022e8800aa97e332bee50fcf39cd2e8d92ded0dc0b5124141ea
NA18967#1	NA18967#1#CM101498.1:28415274-33499907	3500556	3638726	138170	0	0	1445908	2b13edcebf2072a4c21a3e847080cb8e7004dbd4fe425b25ca19f30281d2b6ac
NA18967#2	NA18967#2#JBKABX010000006.1:28395404-33553508	3496632	3602065	105433	0	0	1556040	a747ace433f1f77bbf2565914e652e5877ed6b33f8a1d31ff2156b349ff409f1
NA18970#1	NA18970#1#CM101469.1:28338191-33472849	3550934	3689101	138167	0	0	1445558	7fdb75255d335a573aa62828ac3423ef8ea5a825cf71d87878bbd4565f4e3511
NA18970#2	NA18970#2#CM101481.1:28437781-33628491	3506099	3637900	131801	0	0	1552811	222e7469041886884b7fc54daee0b52511799c0dfa9542bcc743d8b84aae0191
NA18970.JaSaPaGe#1	NA18970.JaSaPaGe#1#CM101469.1:28338191-33472849	3550934	3689101	138167	0	0	1445558	7fdb75255d335a573aa62828ac3423ef8ea5a825cf71d87878bbd4565f4e3511
NA18970.JaSaPaGe#2	NA18970.JaSaPaGe#2#CM101481.1:28437781-33628491	3506099	3637900	131801	0	0	1552811	222e7469041886884b7fc54daee0b52511799c0dfa9542bcc743d8b84aae0191
NA18971#1	NA18971#1#JBHDWK010000075.1:28353861-33541047	3493821	3631989	138168	0	0	1555198	068578c79ad905ea8b73c21867632a68940d1a3eea13434a764d7844b7bab456
NA18971#2	NA18971#2#CM087282.1:28370956-33557710	3603456	3741622	138166	0	0	1445133	040101d0bc739baf93cbbe03e9db86f008f51da7f540e90fa56e68b3a69775c8
NA18974#1	NA18974#1#JBHIJQ010000061.1:28438445-33702152	3541558	3706163	164605	0	0	1557545	7101da1aa7fcaf296b0ed20be5ca113fd117184c014f7f23c8230aa1fb32eb12
NA18974#2	NA18974#2#JBHIJR010000002.1:28446464-33624399	3544335	3708934	164599	0	0	1469002	d5f1ac5e27903c872763b3eb6c567705579ef75f0dafeee07dae069b7f3d38ad
NA18976#1	NA18976#1#CM089753.1:28424712-33611473	3608871	3740660	131789	0	0	1446102	bc52fb79270873cbcf09edfdcf7aa50b01c82eb568c2d17229488c7bf768ca3c
NA18976#2	NA18976#2#CM089763.1:28447335-33634097	3608868	3740657	131789	0	0	1446106	7d00d9921367e115b3ab38cb0e89305b585935855eeba9105f8d6d4c668a7423
NA18982#1	NA18982#1#CM101421.1:28415467-33548909	3507211	3645397	138186	0	0	1488046	a873a9e0f729fd45d18a3bcbeeb80475c77f8f33614f4f07bfd234413e66756b
NA18982#2	NA18982#2#JBKABT010000006.1:28433660-33435400	3408394	3540216	131822	0	0	1461525	73e66a95ed68dc1f72da24120c5979d1f7904d069b87ba34bc5b0071303dc27e
NA18983#1	NA18983#1#CM087420.1:28378465-33528221	3554934	3693081	138147	0	0	1456676	001b0c82cc232e163048f9704e9a921cff45f1ec768150838816b636ca0628b2
NA18983#2	NA18983#2#CM087432.1:28420692-33672818	3560257	3698558	138301	0	0	1553569	9114046b988e1b582985b052afd8ba71aaa7622149476b585c24f4dd9adf22f0
NA18990#1	NA18990#1#h1tg000053l:1684255-6870690	3608932	3740725	131793	0	0	1445711	c0612b884dec493c2c96aae6fb3299d46e2c56afa91d0ec07d0a4f4c33a4b1b7
NA18990#2	NA18990#2#h2tg000012l:28380706-33571283	3501533	3633320	131787	0	0	1557258	39ef24205322151aeb63e17e18fabf13c732097a708aa4bd534c652a57885e8a
NA19007#1	NA19007#1#h1tg000006l:27239246-32454334_rc	3553798	3659245	105447	0	0	1555844	0f9d59e4d74e62149e631adcd408eceb360e6d5f58ad505170e1567f654e427d
NA19007#2	NA19007#2#h2tg000001l:28406882-33472999	3552167	3683971	131804	0	0	1382147	edff93e0262eaa4e4f9e1131a3a11f7c7a44e5d31e6090686a8420bdf0c44a09
NA19036#1	NA19036#1#JBHIJM010000039.1:28463923-33608059	3546236	3678033	131797	0	0	1466104	dcf624df7873336c0e51b2e6b8df9a8c579963c420749d5d90239e822cd1cf10
NA19036#2	NA19036#2#CM089740.1:28304850-33443783	3561758	3693549	131791	0	0	1445385	e84deef18fc2ef2fcc8774372f69c97a1153c5296269fdb06033fc8758ba89a8
NA19043#1	NA19043#1#CM087046.1:28457117-33603533	3552024	3683824	131800	0	0	1462593	c37433ce53d37fc23d872a2406d29f6ed2baf98c0599911fd1789b89766a2006
NA19043#2	NA19043#2#CM087072.1:28298892-33447476	3554673	3686473	131800	0	0	1462112	c37433ce53d37fc23d872a2406d29f6ed2baf98c0599911fd1789b89766a2006
NA19066#1	NA19066#1#h1tg000041l:28321019-33454057	3507072	3645257	138185	0	0	1487782	87337e1189c5209ccdd210bd8c0aafdbcff1eb29393e2f5bdfe82123fe4f46db
NA19066#2	NA19066#2#h2tg000023l:28379592-33689338	3615556	3747337	131781	0	0	1562410	4b0c40f4b108d04d80f6f968a442d94bb0215345a28574aa5c36242902575ef4
NA19079#1	NA19079#1#h1tg000041l:25967753-30989063_rc	3335754	3467528	131774	0	0	1553783	7049bd4aaaa40d884028651b386f7f51407f0342aabfd9543945bcd2f128d4cf
NA19079#2	NA19079#2#h2tg000002l:1677209-6863053	3608945	3740735	131790	0	0	1445110	49a8c36c71bfa554cf935dd043c2afe01386e3530f20a4a0c3ef099a942c10e6
NA19087#1	NA19087#1#CM087696.1:28331338-33576082	3551913	3690068	138155	0	0	1554677	ceee2dc284a499af43a0f532354e251b17cc23aabd7f8a70f025f49838c9b36f
NA19087#2	NA19087#2#JBHDXQ010000012.1:23681967-28867579	3608873	3740661	131788	0	0	1444952	97afbbc2ffdbb0c348acea8c10686489d1ef7612e1faaa8970221ec40ea7c55c
NA19088#1	NA19088#1#h1tg000014l:26283350-31418977_rc	3550277	3688434	138157	0	0	1447194	9820543c680b1e0c4c3194f9552dda3f09dce9a9ce18e36c619a53bc56e6fed9
NA19088#2	NA19088#2#h2tg000004l:139364569-144598705_rc	3508282	3679180	170898	0	0	1554957	c2da6f3a360d67da91809b763cf73030157530a8fa40c741fd6861e647920537
NA19159#1	NA19159#1#JBJXQL010000007.1:28425942-33548809	3500549	3658684	158135	0	0	1464184	2d03b4ef5d681cb970071155ab9a7f7916d73b79c951bcb22101791c1ee34aab
NA19159#2	NA19159#2#JBJXQM010000009.1:28479051-33767425	3567643	3725790	158147	0	0	1562585	f37ba5029432f4548dec48d3f5c55b49d30c8de01c8d928db21dd1073f4b9206
NA19185#1	NA19185#1#CM087724.1:28452686-33600537	3551128	3682894	131766	0	0	1464958	8a6293f969f2d1ef263b515a591561d53c5c6e84c9f749406d7036bbd3dbcaee
NA19185#2	NA19185#2#CM087740.1:28365127-33559133	3619367	3751161	131794	0	0	1442846	dde1c5f63f975a9c64ef8781c3b12b6b28585109febd86f0be409f2620700072
NA19240#1	NA19240#1#JAHEOM020000002.1:28462857-33656907	3619558	3751366	131808	0	0	1442685	69a10eb1f4449c28d707b95a64856eed906263d98ecfbf4926d1c02a188a8ec7
NA19240#2	NA19240#2#CM099616.1:28279408-33546879	3620881	3779024	158143	0	0	1488448	054b2bddccc9c3c45808adad0aed17491b82a914c324f36dbf17a918efc83472
NA19338#1	NA19338#1#CM087758.1:28448969-33579906	3550555	3682321	131766	0	0	1448617	1e6feb057723878a792f6869cd1fd4bcdb59f6fa56ba45f2830804367e5f926b
NA19338#2	NA19338#2#CM087775.1:28453026-33605437	3551101	3682916	131815	0	0	1469496	cbd9a7df9973f2f1e199797e46932064223994988b152ef0a46623b651487400
NA19391#1	NA19391#1#CM087790.1:28288674-33392322	3522047	3653852	131805	0	0	1449797	27da80c40e562cefcef116e1afacd5635f16e672344107a0b200fae1f20714b6
NA19391#2	NA19391#2#CM087804.1:28295746-33396359	3552495	3657903	105408	0	0	1442711	7a44f83df624f35b57e87c50363df3a07676654e8f838ca1ed2205d380098145
NA19443#1	NA19443#1#CM089448.1:28448109-33623879	3623993	3729426	105433	0	0	1446345	8f93d85cb22b5649d61c5913774cc49251e6b3b729668c71e5c4b256873cafe2
NA19443#2	NA19443#2#CM089461.1:28435491-33566565	3621577	3753369	131792	0	0	1377706	dd5a4251a46aa35fd7128bf74657a22c540f1f355f068ef4200e114ab5a07357
NA19468#1	NA19468#1#JBHDXX010000056.1:28478972-33624126	3554217	3686029	131812	0	0	1459126	3d6f1a9d285a0fdbad399eaa2904b8e7a6743c21286ad39528598f77e5f5b18a
NA19468#2	NA19468#2#JBHDXY010000045.1:28382628-33499947	3554988	3654051	99063	0	0	1463269	0e3d9a487852a5641d041a24fc89818842d6fe8ea1c2163d70f03311117e0ee6
NA19682#1	NA19682#1#CM094150.1:28411407-33568676	3555072	3693223	138151	0	0	1464047	d342b0361541be3573f6c0ed51e1ea4193396b8bb5b9c7aae617b36d1b83ea16
NA19682#2	NA19682#2#CM094164.1:28463959-33644888	3609547	3741331	131784	0	0	1439599	7da4ca0e513388cf72cca45312e644392441143b4579d82a7fdf01f5a9337a74
NA19700#1	NA19700#1#CM089621.1:28376765-33517479	3558935	3690738	131803	0	0	1449977	602e160c796d7c64a3adde43401d5b4da213adf8cdba4d63592926cdbae1a718
NA19700#2	NA19700#2#CM089638.1:28426616-33709243	3619290	3724722	105432	0	0	1557906	6bc1d79058bc485ebfa9ba7bc03e8ed6bbf3697b30a7b30dcd7f637c136f4f52
NA19776#1	NA19776#1#CM094012.1:28385884-33702873	3624028	3762182	138154	0	0	1554808	39413cfd04df9627aac8ae7a629a078ac6989044f7b9a9a9a62fa08983f956ea
NA19776#2	NA19776#2#CM094049.1:28416676-33523673	3504690	3642857	138167	0	0	1464141	381390900a61b332ab7cff90a529c3ab0ada7ef7e13374bfa7d9a02e6f076a38
NA19835#1	NA19835#1#CM094026.1:28418644-33486956	3553554	3685340	131786	0	0	1382973	d52b49bf0f6582e9428459fa452db61f482c56f4a64b0f834620b9ae1d9db1c4
NA19835#2	NA19835#2#CM094035.1:28457594-33528933	3488974	3620776	131802	0	0	1450564	09dc393e65f7f1a8c12f8410ec48a91f0c245327069cc627cea4648ad42bd14d
NA19909#1	NA19909#1#JBIRDH010000012.1:28412877-33619076	3631577	3763380	131803	0	0	1442820	353d1eddb9dac112f056d383dc8305275749bb75242af9764360e74b127dd02f
NA19909#2	NA19909#2#JBIRDI010000053.1:28451896-33658066	3631552	3763355	131803	0	0	1442816	d5c00916c3d0f61cc3a5ea10abe3b141c9f9a755b629a345b618f222441c53e5
NA20129#1	NA20129#1#JAHEPE020000006.1:162-4816795	3239209	3371016	131807	0	0	1445618	22ba8a7e0dcb9b909261953ebb465a306ba9397686b3ff9afb917c90601d2a04
NA20129#2	NA20129#2#CM092121.1:28370806-33473927	3523883	3655655	131772	0	0	1447467	075c08bd35cb5fe7c62d2c3e8ee972a9c072554faf336575fd9a6a008e7e0fb0
NA20282#1	NA20282#1#JBIRDT010000005.1:1683408-6782988	3564681	3722850	158169	0	0	1376731	a224b90691b7e1fe964c443d3ac52560edc557068c4bea363447a6194fe2f010
NA20282#2	NA20282#2#JBIRDU010000003.1:1683297-6763868	3505955	3637751	131796	0	0	1442821	10d9223048f10c8aa72081f8f603bfe8df251fc0a5cbfaf437ca88d3d53745f4
NA20346#1	NA20346#1#CM094251.1:28457185-33666384	3621244	3753041	131797	0	0	1456159	1ef56e5ab5d1955d18190bc1885b73f58d10dd5a5a869a4b26c7af759420ef08
NA20346#2	NA20346#2#CM094262.1:28410681-33542038	3553915	3685686	131771	0	0	1445672	3495eceed60c1bd6cc48ca60f1b8e8536dca601a81e9bf78032145ae21df40aa
NA20503#1	NA20503#1#CM102459.1:28379297-33541270	3553890	3692058	138168	0	0	1469916	736dbab51f9a820b18fa5591afe3be8ed766dfd0c5351dea12ba022a216fb1f2
NA20503#2	NA20503#2#CM102476.1:28357590-33489275	3554202	3692363	138161	0	0	1439323	51be0bddf6eb461b20b569f96c51e178c5891b9be6555ffc11fc799073b45cfc
NA20752#1	NA20752#1#CM099770.1:28378820-33526332	3539608	3677781	138173	0	0	1469732	035a38cb9ce71d41aeb24428a61912a44fd6829cf5decaa7ae4ab5fbc3c2182b
NA20752#2	NA20752#2#CM099783.1:28398107-33586251	3495633	3627417	131784	0	0	1560728	7b66a03b920639b61f6c022431e3b93a223c2b21edc5c351112438c616266fca
NA20762#1	NA20762#1#CM102512.1:28400125-33568157	3558053	3696225	138172	0	0	1471808	e4a8d003f1dfeb5e42f3d49380a407333d1b816ac7c4f4a214a7fa7ab1e0fead
NA20762#2	NA20762#2#CM102528.1:28437013-33575799	3554168	3692333	138165	0	0	1446454	db5d71111007912cc7836612c7d29e5cc2d213932e86768eff94a251dc3bec57
NA20799#1	NA20799#1#CM098688.1:28368547-33505653	3560623	3698782	138159	0	0	1438325	e9b0a7f700103c3df53a693f3ef5f09cf304b7f5f1dc957c17f401ae22af0cd7
NA20799#2	NA20799#2#CM098717.1:28381748-33532360	3567773	3699561	131788	0	0	1451052	81f12d0e794d6fbf533493592bbb540e46acf785f819f702e123e589e04610ad
NA20805#1	NA20805#1#CM091887.1:28444744-33554804	3560038	3665432	105394	0	0	1444629	dc3260a3b89092cd141c40eeecbbb91aea36c5aa2e692085e4cb46a15a917c43
NA20805#2	NA20805#2#CM091899.1:28375930-33456966	3505067	3643221	138154	0	0	1437816	b6e7eaa43fa0c62650747103f9c1b56c84407c54fa05ba6b25f6dc447982ab80
NA20806#1	NA20806#1#CM102442.1:28404226-33564454	3551165	3689326	138161	0	0	1470903	5220f2b2645db3a444cbb491026ec7c61def1d7fbddf4976bf9217483e09e4ed
NA20806#2	NA20806#2#CM102496.1:28385854-33548009	3553958	3692106	138148	0	0	1470050	1b9bea6d15b51a70d35102552a627635f9cae412f8d5431a63b6a09386f47b47
NA20809#1	NA20809#1#CM094332.1:28435710-33676068	3553661	3685469	131808	0	0	1554890	50be89c7ba8b678a500f4bf93daa9e05adc795467e749ba5ca109efa9dc73aeb
NA20809#2	NA20809#2#CM094351.1:28373506-33544564	3562309	3700472	138163	0	0	1470587	ce3bae98cb5b7918e2bf013aa5662e62a7b284df10888eb47d19136e9fefe9de
NA20827#1	NA20827#1#CM102544.1:28306620-33546886	3546170	3677948	131778	0	0	1562319	a6367762f5c1d7fe43ddc83e0bd561398f283460cb48537fb98859f4443665aa
NA20827#2	NA20827#2#CM102564.1:28454949-33740832	3616432	3721874	105442	0	0	1564010	0e1453e9170d5e87693237675f1f2722cc0d73b20b3c91c68c6b5cf9a313018e
